ID,Url,Price,Name,Manufacturer,Image,Image_Url,Compatibility,Cooling_Potential,Fan_RPM,Noise_Level,Dimensions
100,https://www.jimms.fi/fi/Product/Show/171602/map-t6ps-218pa-r1/cooler-master-masterair-ma612-stealth-argb-prosessorijaahdytin,119,Masterair ma612 stealth argb,Cooler Master,COOLER_332015-ig800gg.jpg,https://ic.jimms.fi/product/1/4/332015-ig800gg.jpg,Lga 2066 / 2011-v3 / 2011 / 1200 / 1151 / 1150 / 1155 / 1156 / 1366 / 1700*                    ; amd: am4 / am3+ / am3 / am2+/ am2 / fm2+ / fm2 / fm1,220 w,650 ~ 1800 (pwm) +/- 5 % rpm,8 ~ 27 dba,"129 x 112,2 x 158 mm"
101,https://www.jimms.fi/fi/Product/Show/132723/nh-u9-tr4-sp3/noctua-nh-u9-tr4-sp3-prosessorijaahdytin,89.9,Nh-u9 tr4-sp3,Noctua,COOLER_173033-ig800gg.jpg,https://ic.jimms.fi/product/3/6/173033-ig800gg.jpg,Amd tr4 & sp3,,2000 rpm (+/- 10%),"22,8 db(a)",125 x 95 x 71 mm
102,https://www.jimms.fi/fi/Product/Show/183494/cpae-027/aerocool-cylon-3h-argb-prosessorijaahdytin-musta,34.9,Cylon 3h,Aerocool,COOLER_394634-ig800gg.jpg,https://ic.jimms.fi/product/3/5/394634-ig800gg.jpg,Lga 1200 / 1156 / 1155 / 1151 / 1150 / 775; amd: am4 / am3(+) / am2(+) / fm2 / fm1,125w,600 - 1800 rpm,"13,3 ~ 24,3 dba",126 x 138 x 98 mm
103,https://www.jimms.fi/fi/Product/Show/173067/acalp00036a/arctic-alpine-23-co-prosessorijaahdytin,9.9,Alpine 23 co,ARCTIC,COOLER_339822-ig800gg.jpg,https://ic.jimms.fi/product/2/7/339822-ig800gg.jpg,"Am5, am4",,100 - 2000 rpm,0.3 sone,"98,6 x 121 x 65 mm"
104,https://www.jimms.fi/fi/Product/Show/196593/r-ag400-whanmc-g-2/deepcool-ag400-wh-argb-prosessorijaahdytin,34.9,Ag400 wh argb,DeepCool,COOLER_464633-ig800gg.jpg,https://ic.jimms.fi/product/3/6/464633-ig800gg.jpg,Am5 / am4,,500 ~ 2000 rpm +/- 10 %,"</= 31,6 db(a)",125 x 92 x 150 mm
105,https://www.jimms.fi/fi/Product/Show/197317/sst-arv140-argb/silverstone-argon-v140-argb-prosessorijaahdytin,54.9,Argon v140 argb,SilverStone,COOLER_469011-ig800gg.jpg,https://ic.jimms.fi/product/1/8/469011-ig800gg.jpg,Intel lga 2066/2011/1700/1200/115x; amd socket am4/am5,,400 ~ 1750 rpm,"12,8 ~ 30,8 dba",140 x 140 x 25 mm
106,https://www.jimms.fi/fi/Product/Show/79143/nh-u12s/noctua-prosessorijaahdytin-nh-u12s,79.9,,Noctua,COOLER_76985-ig800gg.jpg,https://ic.jimms.fi/product/8/4/76985-ig800gg.jpg,Intel lga/115x/1200/1700/2011 ja amd am4/am5:paino 755g (tuulettimella),,"Koko 158 x 125 x 71mm (tuulettimella):laitetuuletin 120mm sso2-bearing (max.22.4/18.6(l.n.a.)db, 1500/1200rpm(l.n.a.), 93.4/74.3m3/h(l.n.a.), pwm-ohjattu)",,"Koko 158 x 125 x 71mm (tuulettimella):laitetuuletin 120mm sso2-bearing (max.22.4/18.6(l.n.a.)db, 1500/1200rpm(l.n.a.), 93.4/74.3m3/h(l.n.a.), pwm-ohjattu)"
107,https://www.jimms.fi/fi/Product/Show/183418/sst-ar12-tuf/silverstone-ar12-tuf-argb-prosessorijaahdytin,36.9,Ar12-tuf,SilverStone,COOLER_394235-ig800gg.jpg,https://ic.jimms.fi/product/3/4/394235-ig800gg.jpg,Intel lga 115x / 1200 / 1366 / 2011 / 2066;  amd socket am4 / am3 / am2 / fm2 / fm1,,300 ~ 2200 rpm,"6,2 - 34,4 dba",120 x 120 x 25 mm
108,https://www.jimms.fi/fi/Product/Show/166031/actc-cl30410-01/aerocool-cylon-4-prosessorijaahdytin-musta,37.9,Cylon 4,Aerocool,COOLER_303838-ig800gg.jpg,https://ic.jimms.fi/product/3/1/303838-ig800gg.jpg,Lga 2066 / 2011 / 115x / 1200 / 775; amd: am4 / am3(+) / am2(+) / fm2 / fm1,145w,800 - 1800 rpm,14 ~ 26 dba,"126,5 x 76 x 160 mm"
109,https://www.jimms.fi/fi/Product/Show/108915/nh-u9s/noctua-prosessorijaahdytin-nh-u9s,69.9,Nh-u9s,Noctua,COOLER_115973-ig800gg.jpg,https://ic.jimms.fi/product/7/6/115973-ig800gg.jpg,"(lga 115x/1200/1700/2011, amd am4/am5)",,,,Koko (tuulettimella): 125x95x97mm  (k x l x s)
110,https://www.jimms.fi/fi/Product/Show/158431/cnps17x/zalman-cnps17x-prosessorijaahdytin,65.9,Cnps17x,Zalman,COOLER_271872-ig800gg.jpg,https://ic.jimms.fi/product/7/7/271872-ig800gg.jpg,Intel : lga 2066 / 2011-v3 / 2011 / 1200 / 115x cpus; amd : am4 / am3+ / am3 cpus,200w,800 ~ 1500 rpm +/- 10%,29.0 db(a) +/- 10%,Jäähdytin: 140 x 100 x 160 (k) mm
111,https://www.jimms.fi/fi/Product/Show/190442/nh-u9-dx-4677/noctua-nh-u9-dx-4677-prosessorijaahdytin,129.9,Nh-u9 dx-4677,Noctua,COOLER_429686-ig800gg.jpg,https://ic.jimms.fi/product/8/3/429686-ig800gg.jpg,Intel xeon lga4677,Katso,2000 rpm,"22,8 db(a)",125 x 95 x 71 mm
112,https://www.jimms.fi/fi/Product/Show/155093/nh-l9i-chromax-black/noctua-nh-l9i-chromax-black-prosessorijaahdytin,59.9,Nh-l9i chromax.black,Noctua,COOLER_257689-ig800gg.jpg,https://ic.jimms.fi/product/8/0/257689-ig800gg.jpg,Intel lga115x / 1200,Katso,2500 rpm,: musta nh-l9i jäähdytyssiili: nf-a9x14 hs-pwm chromax.black ensiluokkainen tuuletin: low-noise adaptor (l.n.a.): nt-h1 korkelaatuinen lämpötahna,23 x 95 x 95 mm
113,https://www.jimms.fi/fi/Product/Show/66968/ak-cc4009ep01/akasa-venom-pico-lga775-lga115x-lga1200-socket-am2-am2-am3-fm1,22.5,Venom pico,Akasa,COOLER_56644-ig800gg.jpg,https://ic.jimms.fi/product/4/5/56644-ig800gg.jpg,"Intel lga 775, lga 115x, lga 1200;  amd am3, am2+, am2, fm1",,600 - 3000 rpm,,"76 x 94 x 138,5mm"
114,https://www.jimms.fi/fi/Product/Show/115819/cr-r1b/cryorig-prosessorijaahdytin-r1-universal-prosessorijaahdytin,85.9,R1 universal,Cryorig,COOLER_128890-ig800gg.jpg,https://ic.jimms.fi/product/9/9/128890-ig800gg.jpg,"Intel: 2066, 2011(-3), 1150, 1151, 1155, 1156, 1200; amd: fm1, fm2/+, am2/+, am3/+, am4",240 w+,,,
115,https://www.jimms.fi/fi/Product/Show/67927/lc-cc-95/lc-power-cosmo-cool-lc-cc-95,16.9,Cosmo cool lc-cc-95,LC-Power,COOLER_57804-ig800gg.jpg,https://ic.jimms.fi/product/0/5/57804-ig800gg.jpg,,,,,
116,https://www.jimms.fi/fi/Product/Show/165628/ak-cc6308ep01/akasa-ks12-prosessorijaahdytin,12.9,Ks12,Akasa,COOLER_301881-ig800gg.jpg,https://ic.jimms.fi/product/8/8/301881-ig800gg.jpg,,,800 - 2800 rpm,"37,6 db(a)","95 x 95 x 31,8 mm"
117,https://www.jimms.fi/fi/Product/Show/173584/nh-p1/noctua-nh-p1-passiivinen-prosessorijaahdytin,119.9,Nh-p1,Noctua,COOLER_342642-ig800gg.jpg,https://ic.jimms.fi/product/4/7/342642-ig800gg.jpg,"Lga2066, lga2011-0 & lga2011-3 (square ilm), lga1200, lga1156, lga1155, lga1151, lga1150; amd: am2, am2+, am3, am3+, fm1, fm2, fm2+ (taustalevy vaaditaan), am4",Katso nspr,,,158 x 154 x 152 mm
118,https://www.jimms.fi/fi/Product/Show/174123/hx-6250/jonsbo-hx6250-prosessorijaahdytin-musta,72.9,Hx6250,Jonsbo,COOLER_344980-ig800gg.jpg,https://ic.jimms.fi/product/8/9/344980-ig800gg.jpg,Lga 115x / 1200 / 1700 / 2011 / 2066; amd: am4 / am5,250w,700 - 1800 rpm +/- 10 % ; 400 - 1200 rpm +/- 10 % (l.n.a),</= 38 db(a); </= 28 db(a) (l.n.a),144 x 121 x 162 mm
119,https://www.jimms.fi/fi/Product/Show/147739/ph-tc12ls-rgb/phanteks-ph-tc12ls-rgb-prosessorijaahdytin,59.9,Ph-tc12ls rgb,Phanteks,COOLER_226943-ig800gg.jpg,https://ic.jimms.fi/product/4/6/226943-ig800gg.jpg,Intel lga 2011 / 115x / 1200 / 1366 / 775;  1 x solisku mounting kits for intel and amd (vaatii vakiotaustalevyn) 4 x tuuletinruuvi,,,25 dba,"Mitat tuulettimen kanssa (pxsxk): 119,38 x 119,38 x 80 mm"
120,https://www.jimms.fi/fi/Product/Show/176307/nh-u12a-chromax-black/noctua-nh-u12a-chromax-black-prosessorijaahdytin,129.9,Nh-u12a chromax.black,Noctua,COOLER_355942-ig800gg.jpg,https://ic.jimms.fi/product/4/7/355942-ig800gg.jpg,"Lga115x (lga1150, lga1151, lga1155, lga1156), lga1200, lga1700 (lga17xx family), lga20xx (lga2066, lga2011); amd: am4, am5",,2000 rpm (1700 rpm) (+/-10%),"22,6 db(a) (18,8 db(a))",158 x 125 x 58 mm (158 x 125 x 112 mm)
121,https://www.jimms.fi/fi/Product/Show/161406/sst-ar12-rgb/silverstone-ar12-rgb-prosessorijaahdytin,29.9,Ar12 rgb,SilverStone,COOLER_280688-ig800gg.jpg,https://ic.jimms.fi/product/8/1/280688-ig800gg.jpg,Intel lga 115x / 1200 / 1366 / 2011 / 2066;  amd socket am4 / am3 / am2 / fm2 / fm1,,700 ~ 2200 rpm,9 - 29 dba,120 x 120 x 25 mm
122,https://www.jimms.fi/fi/Product/Show/106975/lc-cc-120/lc-power-cosmo-cool-lc-cc-120,29,Cosmo cool lc-cc-120,LC-Power,COOLER_112981-ig800gg.jpg,https://ic.jimms.fi/product/8/8/112981-ig800gg.jpg,,,,,
123,https://www.jimms.fi/fi/Product/Show/79154/nh-u14s/noctua-prosessorijaahdytin-nh-u14s,89.9,,Noctua,COOLER_76994-ig800gg.jpg,https://ic.jimms.fi/product/9/5/76994-ig800gg.jpg,Intel lga/115x/1200/1700/2011 ja amd am4 / am5:paino 935g (tuulettimella),,"Koko 165 x 150 x 78mm (tuulettimella):laitetuuletin 140mm sso2-bearing (max.24.6/19.2(l.n.a.)db, 1500/1200rpm(l.n.a.), 140.2/115.5m3/h(l.n.a.), pwm-ohjattu)",,"Koko 165 x 150 x 78mm (tuulettimella):laitetuuletin 140mm sso2-bearing (max.24.6/19.2(l.n.a.)db, 1500/1200rpm(l.n.a.), 140.2/115.5m3/h(l.n.a.), pwm-ohjattu)"
124,https://www.jimms.fi/fi/Product/Show/195869/phantom-spirit-120-se/thermalright-phantom-spirit-120-se-prosessorijaahdytin,41.9,Phantom spirit 120 se,Thermalright,COOLER_460183-ig800gg.jpg,https://ic.jimms.fi/product/8/6/460183-ig800gg.jpg,,,1500 rpm +/- 10 % (max),"25,6 db",110 x 125 x 154 mm
125,https://www.jimms.fi/fi/Product/Show/178316/acfre00114a/arctic-freezer-a35-rgb-prosessorijaahdytin,42.9,Freezer a35 rgb,ARCTIC,COOLER_367692-ig800gg.jpg,https://ic.jimms.fi/product/9/7/367692-ig800gg.jpg,"Amd am5, am4",,200 - 1700 rpm,"0,35 sone","133 x 91 x 158,5 mm"
126,https://www.jimms.fi/fi/Product/Show/180217/hx6200d-white/jonsbo-hx6200d-white-prosessorijaahdytin,57.9,Hx6200d white,Jonsbo,COOLER_376076-ig800gg.jpg,https://ic.jimms.fi/product/7/3/376076-ig800gg.jpg,Lga 1700/1200/115x; amd: am4,,700 - 1800 rpm,"18,6 - 29,7 dba",120 x 120 x 63 mm
127,https://www.jimms.fi/fi/Product/Show/177195/nf-l9i-17xx-chromax-black/noctua-nh-l9i-17xx-chromax-black-prosessorijaahdytin,59.9,Nh-l9i-17xx chromax.black,Noctua,COOLER_361390-ig800gg.jpg,https://ic.jimms.fi/product/9/9/361390-ig800gg.jpg,Intel lga1700 (lga17xx perhe),,Maksimi kierrosnopeus (+/- 10 %): 2500 rpm / 1800 rpm,"23,6 db(a) / 14,8 db(a)",95 x 95 x 23 mm
128,https://www.jimms.fi/fi/Product/Show/144797/mam-d7pn-dwrps-t1/cooler-master-wraith-ripper-prosessorijaahdytin,96,Wraith ripper,Cooler Master,COOLER_215674-ig800gg.jpg,https://ic.jimms.fi/product/7/5/215674-ig800gg.jpg,Amd tr4,200 w,0 - 2750 rpm (pwm) +/- 10%,0 ~ 38 dba,"150 x 132,3 x 160,5 mm"
129,https://www.jimms.fi/fi/Product/Show/182078/sst-nt09-1700/silverstone-nitrogon-series-nt09-1700-prosessorijaahdytin,19.9,Nitrogon series nt09-1700,SilverStone,COOLER_386756-ig800gg.jpg,https://ic.jimms.fi/product/5/3/386756-ig800gg.jpg,Intel socket lga 1700,65w,550 ~ 2500 rpm,18.5 ~ 32.0 dba,96 x 45 x 96 mm
130,https://www.jimms.fi/fi/Product/Show/127855/nh-d15-se-am4/noctua-nh-d15-se-am4-prosessorijaahdytin-amd-am4,108.9,Nh-d15 se-am4,Noctua,COOLER_159129-ig800gg.jpg,https://ic.jimms.fi/product/2/0/159129-ig800gg.jpg,Amd am4,Katso,1500 rpm,"24,6 db(a)",160 x 150 x 135 mm
131,https://www.jimms.fi/fi/Product/Show/193689/r-an600-bknnmn-g/deepcool-an600-prosessorijaahdytin,51.9,An600,DeepCool,COOLER_447583-ig800gg.jpg,https://ic.jimms.fi/product/8/6/447583-ig800gg.jpg,Lga1700/1200/1151/1150/1155; amd: am5/am4,,500 ~ 1850 rpm±10%,≤24.4 db(a),122 × 120 × 67 mm / 121 × 120 × 52 mm (pelkkä jäähdytyssiili)
132,https://www.jimms.fi/fi/Product/Show/155092/nh-u12s-chromax-black/noctua-nh-u12s-chromax-black-prosessorijaahdytin,89.9,Nh-u12s chromax.black,Noctua,COOLER_257685-ig800gg.jpg,https://ic.jimms.fi/product/8/4/257685-ig800gg.jpg,Intel lga2066 / lga2011-0 / lga2011-3 (square ilm) / lga115x / lga 1200 / lga 1700 amd am2(+) / am3(+) / fm1 / fm2(+) (vaatii taustalevyn) / am4 / am5,Katso,1500 rpm,: musta nh-u12s jäähdytyssiili: nf-f12 pwm chromax.black ensiluokkainen tuuletin: low-noise adaptor (l.n.a.): nt-h1 korkelaatuinen lämpötahna,158 x 125x 45 mm
133,https://www.jimms.fi/fi/Product/Show/162451/88885447/inter-tech-dynatron-b-14-cpu-cooleri,89.9,Dynatron b-14,Inter-Tech,COOLER_286869-ig800gg.jpg,https://ic.jimms.fi/product/6/0/286869-ig800gg.jpg,Intel® socket lga 3647 (square type),Maks. 205 w,@ 20%: 1000 +/- 200 rpm,@ 20%: 16.00 dba,90 x 90 x 110 mm
134,https://www.jimms.fi/fi/Product/Show/176313/88885426/inter-tech-a-24-prosessorijaahdytin-2u,64.9,A-24,Inter-Tech,COOLER_355988-ig800gg.jpg,https://ic.jimms.fi/product/8/1/355988-ig800gg.jpg,Amd ryzen,,1500±10% rpm,16.0 dba,107 x 78 x 67 mm
135,https://www.jimms.fi/fi/Product/Show/115818/cr-r1a/cryorig-prosessorijaahdytin-r1-ultimate-prosessorijaahdytin,85.9,R1 ultimate,Cryorig,COOLER_128889-ig800gg.jpg,https://ic.jimms.fi/product/8/0/128889-ig800gg.jpg,"Intel: 2066, 2011(-3), 1150, 1151, 1155, 1156, 1200; amd: fm1, fm2/+, am2/+, am3/+, am4",250 w+,,,
136,https://www.jimms.fi/fi/Product/Show/187331/ak-cc7129bp01/akasa-intel-lga-775-115x-lo-noise-alicore-m-dir-screwbackplate-with-embed-pwm-2ball-fan-21mm-height,26.04,Intel lga 775/115x,Akasa,COOLER_414639-ig800gg.jpg,https://ic.jimms.fi/product/3/0/414639-ig800gg.jpg,"Intel lga775, lga1150, lga1151, lga1155, lga1156, lga1200",,0 - 3000 rpm (pwm controlled),31.5 db(a),
137,https://www.jimms.fi/fi/Product/Show/196005/sst-xe01-1700a/silverstone-xe01-1700a-prosessorijaahdytin-1u,39.9,Xe01-1700a,SilverStone,COOLER_461071-ig800gg.jpg,https://ic.jimms.fi/product/7/8/461071-ig800gg.jpg,Intel lga1700,80 w,1000 ~ 5500 rpm,"58,1 dba",90 x 28 x 90 mm
138,https://www.jimms.fi/fi/Product/Show/171783/ak-cc1108hp01/akasa-perfomance-sunflower-amd-cooler-prosessorijaahdytin,12.9,Perfomance sunflower amd cooler,Akasa,COOLER_332813-ig800gg.jpg,https://ic.jimms.fi/product/1/6/332813-ig800gg.jpg,Am4 / am3+,,500 ~ 1800 rpm,"32,5 db(a)",120 x 120 x 63 mm
139,https://www.jimms.fi/fi/Product/Show/192237/rr-d6bb-20pa-r1/cooler-master-hyper-622-halo-black-prosessorijaahdytin,89.9,Hyper 622 halo black,Cooler Master,COOLER_440527-ig800gg.jpg,https://ic.jimms.fi/product/2/2/440527-ig800gg.jpg,"Lga1700, lga1200, lga1151, lga1150, lga1155, lga1156; amd: am5, am4",240 w,650 - 2050 rpm +/- 10 %,27 dba (max),125 x 137 x 157 mm
140,https://www.jimms.fi/fi/Product/Show/162118/bk006/be-quiet-pure-rock-2-prosessorijaahdytin,42.9,Pure rock 2,be quiet!,COOLER_283742-ig800gg.jpg,https://ic.jimms.fi/product/4/7/283742-ig800gg.jpg,Intel: 1700 / 1200 / 2066 / 1150 / 1151 / 1155 / 2011(-3) square ilm; kiinnityssarjat: intel & amd,150w,19.1 / 22.1 / 26.8 db(a),19.1 / 22.1 / 26.8 db(a),87 x 121 x 155 mm
141,https://www.jimms.fi/fi/Product/Show/52026/ak-cce-7106hp/akasa-intel-lga-775-115x-lo-noise-copper-core-multidirectional-push-pin-heatsink-with-embedded-pwm-fan,23.9,Intel lga 775/115x,Akasa,COOLER_414631-ig800gg.jpg,https://ic.jimms.fi/product/3/8/414631-ig800gg.jpg,"Intel lga775, lga1150, lga1151, lga1155, lga1156, lga1200",,600 - 3000 rpm (pwm controlled),28.71 db(a),
142,https://www.jimms.fi/fi/Product/Show/162119/bk007/be-quiet-pure-rock-2-black-prosessorijaahdytin,49.9,Pure rock 2 black,be quiet!,COOLER_283748-ig800gg.jpg,https://ic.jimms.fi/product/4/1/283748-ig800gg.jpg,Intel: 1700 / 1200 / 2066 / 115x / 2011(-3) square ilm; kiinnityssarjat: intel & amd,150w,19.1 / 22.1 / 26.8 db(a),19.1 / 22.1 / 26.8 db(a),87 x 121 x 155 mm
143,https://www.jimms.fi/fi/Product/Show/196989/cr-1400-evo-color-white/jonsbo-cr-1400-evo-color-white-prosessorijaahdytin,21.9,Cr-1400 evo color white,Jonsbo,COOLER_466954-ig800gg.jpg,https://ic.jimms.fi/product/5/5/466954-ig800gg.jpg,Lga 1700/1200/115x; amd: am4/am5,180 w,800 - 2200 rpm (+/- 10 %),"22,3 - 33,8 db(a) (max)",92 x 70 x 130 mm
144,https://www.jimms.fi/fi/Product/Show/141128/cr-c7b/cryorig-c7-cu-prosessorijaahdytin,56.9,C7 cu,Cryorig,COOLER_201130-ig800gg.jpg,https://ic.jimms.fi/product/3/9/201130-ig800gg.jpg,115x / 1200; amd: fm1 / fm2(+) / am2(+) / am3(+) / am4,115w,600 ~ 2500 rpm +/- 10%,30 dba,97 x 97 x 47 mm
145,https://www.jimms.fi/fi/Product/Show/171983/bk030/be-quiet-pure-rock-slim-2-prosessorijaahdytin,31.9,Pure rock slim 2,be quiet!,COOLER_334385-ig800gg.jpg,https://ic.jimms.fi/product/8/4/334385-ig800gg.jpg,1200 / 1150 / 1151 / 1155; kiinnityssarjat: intel & amd,130w,13.1 / 19.2 / 25.4 db(a),13.1 / 19.2 / 25.4 db(a),82 x 97 x 135 mm
146,https://www.jimms.fi/fi/Product/Show/170812/rr-h410-20pc-r1/cooler-master-hyper-h410r-rgb-prosessorijaahdytin,34.9,Hyper h410r rgb,Cooler Master,COOLER_327512-ig800gg.jpg,https://ic.jimms.fi/product/1/7/327512-ig800gg.jpg,"Lga2066, lga2011-v3, lga2011, lga1200, lga115x, lga1366, lga775; amd: am4, am3+, am3, am2+, am2, fm2+, fm2, fm1",100 w,600 ~ 2000 rm (pwm) +/- 10 %,6 ~ 29 dba,"102 x 83,4 x 136 mm / 90 x 63,5 x 136 mm (pelkkä jäähdytyssiili)"
147,https://www.jimms.fi/fi/Product/Show/140447/0r100010/raijintek-themis-black-prosessorijaahdytin,29.9,Themis black,Raijintek,COOLER_198368-ig800gg.jpg,https://ic.jimms.fi/product/6/1/198368-ig800gg.jpg,Intel lga 2066 / 201x / 1366 / 1200 / 115x / 775 amd am3(+) / am2(+) / fm2(+) / fm1,,1000 ~ 1500 rpm (pwm-hallittu),"24,53 dba (maks.)",122 x 50 x 158 mm
148,https://www.jimms.fi/fi/Product/Show/193989/pa120-white-argb-1700/thermalright-peerless-assassin-120-white-argb-prosessorijaahdytin-valkoinen,61.9,Peerless assassin 120 white argb,Thermalright,COOLER_449357-ig800gg.jpg,https://ic.jimms.fi/product/5/2/449357-ig800gg.jpg,Intel: 115x / 2011 / -3 / 2066 / 1200 / 1700; amd: am4 / am5,,1550 rpm +/- 10 % (max),25.6 dba,125 x 135 x 157 mm
149,https://www.jimms.fi/fi/Product/Show/98043/bk010/be-quiet-shadow-rock-slim-prosessorijaahdytin,51.9,Shadow rock slim,be quiet!,COOLER_103195-ig800gg.jpg,https://ic.jimms.fi/product/9/4/103195-ig800gg.jpg,Intel: lga 775 / 1150 / 1155 / 1156 / 1200 / 1366 / 2011; amd: 754 / 939 / 940 / am2(+) / am3(+) / am4 / fm1 / fm2(+),160w,,"11,5/18,7/23,7 db(a)",161 x 137 x 74 mm
150,https://www.jimms.fi/fi/Product/Show/194180/mam-d8pn-318pk-r1/cooler-master-masterair-ma824-stealth-prosessorijaahdytin,139.9,Masterair ma824 stealth,Cooler Master,COOLER_450368-ig800gg.jpg,https://ic.jimms.fi/product/6/1/450368-ig800gg.jpg,Intel lga 1700 / 1200 / 1151 / 1150 / 1155 / 1156; amd am5 / am4,,0-1550 rpm + 15 % / 0-1950 rpm +/- 15 %,"24,6 db(a) / 22,6 db(a)","162,2 x 150,6 x 165,6 mm"
151,https://www.jimms.fi/fi/Product/Show/165754/actc-cl30010-71/aerocool-core-plus-argb-prosessorijaahdytin-musta,17.9,Core plus,Aerocool,COOLER_302442-ig800gg.jpg,https://ic.jimms.fi/product/4/7/302442-ig800gg.jpg,Lga 1200 / 115x / 775; amd: am4 / am3(+) / am2(+) / fm2 / fm1,110w,600 - 1800 rpm,"14,5 x ~ 25,4 dba",136 x 136 x 83 mm
152,https://www.jimms.fi/fi/Product/Show/158335/acfre00077a/arctic-freezer-7-x-kompakti-prosessorijaahdytin,21.9,Freezer 7 x,ARCTIC,COOLER_367131-ig800gg.jpg,https://ic.jimms.fi/product/3/8/367131-ig800gg.jpg,Amd fm1 / fm2(+) / am3(+) / am4 / am5,,300 - 2000 rpm (pwm-hallittu),0.3 sone,"74,3 x 110,5 x 132,5 mm"
153,https://www.jimms.fi/fi/Product/Show/171142/84000000185/alpenfohn-dolomit-prosessorijaahdytin-musta,37.9,Dolomit,Alpenföhn,COOLER_336738-ig800gg.jpg,https://ic.jimms.fi/product/3/1/336738-ig800gg.jpg,"1200, 115x, 20xx; amd: am4",160w,500 - 2200 rpm,"23,8 db(a)",95 x 85 x 125 mm
154,https://www.jimms.fi/fi/Product/Show/162182/cr-1200/jonsbo-cr-1200-prosessorijaahdytin,16.9,Cr-1200,Jonsbo,COOLER_284626-ig800gg.jpg,https://ic.jimms.fi/product/2/3/284626-ig800gg.jpg,Lga 1700 / 1200 / 115x; amd: am4 / am5,,2300 rpm +/- 10 %,30.5 dba (maks.),93 x 67 x 128 mm
155,https://www.jimms.fi/fi/Product/Show/123131/rr-212l-16pr-r1/cooler-master-hyper-212-led-prosessorijaahdytin,39.9,Hyper 212 led,Cooler Master,COOLER_160029-ig800gg.jpg,https://ic.jimms.fi/product/2/0/160029-ig800gg.jpg,Intel lga 775 / 115x / 1366 / 2011(-3) / 1700* amd fm1 / fm2(+) /am2(+) / am3(+),,600 - 1600 rpm +/-10%,9 - 31 dba,120 x 84 x 160 mm
156,https://www.jimms.fi/fi/Product/Show/190439/nh-u14s-dx-4677/noctua-nh-u14s-dx-4677-prosessorijaahdytin,139.9,Nh-u14s dx-4677,Noctua,COOLER_429669-ig800gg.jpg,https://ic.jimms.fi/product/6/0/429669-ig800gg.jpg,Intel xeon lga4677,Katso,1500 rpm,"24,6 db(a)",165 x 150 x 52 mm
157,https://www.jimms.fi/fi/Product/Show/162873/mam-d6pn-120pa-r1/cooler-master-masterair-ma620m-cpu-cooleri,139.9,Masterair ma620m,Cooler Master,COOLER_288729-ig800gg.jpg,https://ic.jimms.fi/product/2/0/288729-ig800gg.jpg,"Intel: lga2066, lga2011-v3, lga2011, lga1200, lga1151, lga1150, lga1155, lga1156, lga1700*; amd: am4, am3+, am3, am2+, am2, fm2+, fm2, fm1",200 w,650 - 2000 rpm (pwm) +/- 10 %,8 - 30 dba,135 x 125 x 165 mm
158,https://www.jimms.fi/fi/Product/Show/171599/mam-d6ps-314pk-r1/cooler-master-masterair-ma624-stealth-prosessorijaahdytin,113.9,Masterair ma624 stealth,Cooler Master,COOLER_331983-ig800gg.jpg,https://ic.jimms.fi/product/8/6/331983-ig800gg.jpg,Lga 2066 / 2011-v3 / 2011 / 1200 / 1366/ 1156 / 1155 / 1151 / 1150 / 1700*; amd: am4 / am3+ / am3 / am2+ / am2 / fm2+ / fm2 / fm1,250 w,650 ~ 1400 (pwm) +/- 5 % rpm,10 ~ 27 dba,"144,9 x 153,2 x 160 mm"
159,https://www.jimms.fi/fi/Product/Show/155063/cr-c7r/cryorig-c7-rgb-prosessorijaahdytin,44.9,C7 rgb,Cryorig,COOLER_257555-ig800gg.jpg,https://ic.jimms.fi/product/5/4/257555-ig800gg.jpg,115x / 1200; amd: fm1 / fm2(+) / am2(+) / am3(+) / am4,100w,600 ~ 2500 rpm +/- 10%,30 dba,97 x 97 x 47 mm
160,https://www.jimms.fi/fi/Product/Show/176658/ak-cc1109bp01/akasa-am4-low-profile-cpu-cooler-with-side-blower-fan-prosessorijaahdytin,24.9,Am4 low profile cpu cooler with side blower fan,Akasa,COOLER_358185-ig800gg.jpg,https://ic.jimms.fi/product/8/4/358185-ig800gg.jpg,Am4,,1200 - 5500 rpm,"18,0 - 45,99 db(a)","104 x 75,94 x 27,6 mm"
161,https://www.jimms.fi/fi/Product/Show/178318/acfre00113a/arctic-freezer-a35-co-prosessorijaahdytin,38.9,Freezer a35 co,ARCTIC,COOLER_366915-ig800gg.jpg,https://ic.jimms.fi/product/1/4/366915-ig800gg.jpg,"Amd am5, am4",,"200 - 1800 rpm, 0 rpm < 10 % pwm","0,35 sone","133 x 91 x 158,5 mm"
162,https://www.jimms.fi/fi/Product/Show/176974/acfre00104a/arctic-freezer-i35-a-rgb-prosessorijaahdytin,32.9,Freezer i35 a-rgb,ARCTIC,COOLER_367699-ig800gg.jpg,https://ic.jimms.fi/product/9/0/367699-ig800gg.jpg,"Intel lga 1700, 1200, 115x",,200 - 1700 rpm,"0,35 sone","133 x 91 x 158,5 mm"
