ID,Url,Price,Name,Manufacturer,Image,Image_Url,Chipset,Form_Factor,Memory_Compatibility
32,https://www.jimms.fi/fi/Product/Show/188703/mag-b760-tomahawk-wifi-ddr4/msi-mag-b760-tomahawk-wifi-ddr4-atx-emolevy,217.9,Mag b760 tomahawk wifi ddr4,MSI,MOBO_421672-ig800gg.jpg,https://ic.jimms.fi/product/7/7/421672-ig800gg.jpg,Intel b760,"Atx (243,84 x 304,8 mm)",4 x ddr4 maks. 128gb
33,https://www.jimms.fi/fi/Product/Show/189146/b760m-steel-legend-wifi/asrock-b760m-steel-legend-wifi-matx-emolevy,201.9,B760m steel legend wifi,ASRock,MOBO_424805-ig800gg.jpg,https://ic.jimms.fi/product/0/4/424805-ig800gg.jpg,Intel b760,"Micro atx (24,4 x 24,4 cm)",Dual channel ddr5 memory technology: 4 x ddr5 dimm slots: supports ddr5 non-ecc un-buffered memory up to 7200+(oc)*
34,https://www.jimms.fi/fi/Product/Show/185803/z790m-itx-wifi/asrock-z790m-itx-wifi-mini-itx-emolevy,254.9,Z790m-itx wifi,ASRock,MOBO_406012-ig800gg.jpg,https://ic.jimms.fi/product/1/7/406012-ig800gg.jpg,Intel z790,"Mini-itx (17,0 x 17,0 cm)",2 x ddr5 dimm maks. 64gb
35,https://www.jimms.fi/fi/Product/Show/164291/prime-a520m-k/asus-prime-a520m-k-matx-emolevy,79.9,Prime a520m-k,Asus,MOBO_295269-ig800gg.jpg,https://ic.jimms.fi/product/6/0/295269-ig800gg.jpg,Amd a520,"Matx (22,6 x 22,1 cm)",2 x ddr4 dimm maks. 64gb
36,https://www.jimms.fi/fi/Product/Show/185704/tuf-gaming-z790-plus-wifi/asus-tuf-gaming-z790-plus-wifi-atx-emolevy,309.9,Tuf gaming z790-plus wifi,Asus,MOBO_418341-ig800gg.jpg,https://ic.jimms.fi/product/4/8/418341-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
37,https://www.jimms.fi/fi/Product/Show/197072/pro-ws-w680m-ace-se/asus-pro-ws-w680m-ace-se-matx-emolevy,627,Pro ws w680m-ace se,Asus,MOBO_467548-ig800gg.jpg,https://ic.jimms.fi/product/4/1/467548-ig800gg.jpg,Intel w680,"Micro-atx (24,4 x 24,4 cm)",4 x ddr5 maks. 192gb
38,https://www.jimms.fi/fi/Product/Show/197026/a620m-ds3h/gigabyte-a620m-ds3h-matx-emolevy,129.9,A620m ds3h,Gigabyte,MOBO_467274-ig800gg.jpg,https://ic.jimms.fi/product/7/5/467274-ig800gg.jpg,Amd b650,"Micro atx (24,4 x 24,4 cm)",4 x ddr5 dimm maks. 192gb
39,https://www.jimms.fi/fi/Product/Show/152157/prime-x570-p/asus-prime-x570-p-atx-emolevy,235.9,Prime x570-p,Asus,MOBO_246216-ig800gg.jpg,https://ic.jimms.fi/product/1/3/246216-ig800gg.jpg,Amd x570,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
40,https://www.jimms.fi/fi/Product/Show/174864/tuf-gaming-a520m-plus-wifi/asus-tuf-gaming-a520m-plus-wifi-matx-emolevy,115.9,Tuf gaming a520m-plus wifi,Asus,MOBO_348798-ig800gg.jpg,https://ic.jimms.fi/product/9/1/348798-ig800gg.jpg,Amd a520,"Microatx (24,4 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
41,https://www.jimms.fi/fi/Product/Show/188668/tuf-gaming-h770-pro-wifi/asus-tuf-gaming-h770-pro-wifi-atx-emolevy,259.9,Tuf gaming h770-pro wifi,Asus,MOBO_421760-ig800gg.jpg,https://ic.jimms.fi/product/6/9/421760-ig800gg.jpg,Intel h770,"Atx (30,5 x 24,4 cm)",4 x ddr5 maks. 128gb
42,https://www.jimms.fi/fi/Product/Show/152150/crosshair-viii-hero-wi-fi/asus-rog-crosshair-viii-hero-wi-fi-atx-emolevy,517.9,Rog crosshair viii hero (wi-fi),Asus,MOBO_246218-ig800gg.jpg,https://ic.jimms.fi/product/1/1/246218-ig800gg.jpg,Amd x570,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm
43,https://www.jimms.fi/fi/Product/Show/196984/b760m-ds3h-ax/gigabyte-b760m-ds3h-ax-matx-emolevy,169,B760m ds3h ax,Gigabyte,MOBO_466929-ig800gg.jpg,https://ic.jimms.fi/product/2/0/466929-ig800gg.jpg,Intel b760,"Micro atx (24,4 x 24,4 cm)",4 x ddr5 maks. 192gb
44,https://www.jimms.fi/fi/Product/Show/178139/rog-strix-b660-g-gaming-wifi/asus-rog-strix-b660-g-gaming-wifi-matx-emolevy,252.9,Rog strix b660-g gaming wifi,Asus,MOBO_369786-ig800gg.jpg,https://ic.jimms.fi/product/8/3/369786-ig800gg.jpg,Intel b660,"Matx (24,4 x 24,4 cm)",4 x ddr5 maks. 128gb
45,https://www.jimms.fi/fi/Product/Show/172287/mbd-m12swa-tf-o/supermicro-m12swa-tf-e-atx-emolevy,865.9,M12swa-tf,SuperMicro,MOBO_336267-ig800gg.jpg,https://ic.jimms.fi/product/6/2/336267-ig800gg.jpg,,,8 dimm slots; ecc and non-ecc buffered and un-buffered u-dimm r-dimm lrdimm and 3ds r-dimm memory; rdimm up to 2tb udimm up to 256gb; 8-channel memory bus
46,https://www.jimms.fi/fi/Product/Show/171519/n7-b55xt-w1/nzxt-n7-b550-atx-emolevy-valkoinen-musta,349,N7 b550,NZXT,MOBO_331350-ig800gg.jpg,https://ic.jimms.fi/product/5/9/331350-ig800gg.jpg,Amd b550,Atx,4 x ddr4 dimm maks. 128gb
47,https://www.jimms.fi/fi/Product/Show/178143/tuf-gaming-b660m-plus-d4/asus-tuf-gaming-b660m-plus-d4-matx-emolevy,195.9,Tuf gaming b660m-plus d4,Asus,MOBO_369809-ig800gg.jpg,https://ic.jimms.fi/product/0/0/369809-ig800gg.jpg,Intel b660,"Matx (24,4 x 24,4 cm)",4 x ddr4 maks. 128gb
48,https://www.jimms.fi/fi/Product/Show/135403/ws-c621e-sage/asus-ws-c621e-sage-ssi-eeb-emolevy,707,Ws c621e sage,Asus,MOBO_180502-ig800gg.jpg,https://ic.jimms.fi/product/0/7/180502-ig800gg.jpg,Intel c621,"Atx (30,5 x 33 cm)",12 x dimm max. 768gb ddr4 2666/2400 mhz rdimm lr-dimm
49,https://www.jimms.fi/fi/Product/Show/143429/b450-gaming-itx-ac/asrock-fatal1ty-b450-gaming-itx-ac-mini-itx-emolevy,127.9,Fatal1ty b450 gaming-itx/ac,ASRock,MOBO_210540-ig800gg.jpg,https://ic.jimms.fi/product/4/9/210540-ig800gg.jpg,Amd b450,"Mini-itx (17,0 x 17,0 cm)",Dual channel ddr4 -muistiteknologia
50,https://www.jimms.fi/fi/Product/Show/184767/x670-aorus-elite-ax/gigabyte-x670-aorus-elite-ax-atx-emolevy,339.9,X670 aorus elite ax,Gigabyte,MOBO_400772-ig800gg.jpg,https://ic.jimms.fi/product/7/7/400772-ig800gg.jpg,Amd x670,"Atx (30,5 x 24,4 mm)",4 x ddr5 dimm maks. 128gb
51,https://www.jimms.fi/fi/Product/Show/185821/z790-gaming-x-ax/gigabyte-z790-gaming-x-ax-atx-emolevy,269.9,Z790 gaming x ax,Gigabyte,MOBO_406192-ig800gg.jpg,https://ic.jimms.fi/product/9/7/406192-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr5 maks. 128gb
52,https://www.jimms.fi/fi/Product/Show/194631/b650i-aorus-ultra/gigabyte-b650i-aorus-ultra-mini-itx-emolevy,319.9,B650i aorus ultra,Gigabyte,MOBO_453664-ig800gg.jpg,https://ic.jimms.fi/product/6/5/453664-ig800gg.jpg,Amd b650,Mini-itx (17 x 17 cm),2 x ddr5 dimm maks. 96gb
53,https://www.jimms.fi/fi/Product/Show/174867/tuf-gaming-b550m-e/asus-tuf-gaming-b550m-e-matx-emolevy,134.9,Tuf gaming b550m-e,Asus,MOBO_348804-ig800gg.jpg,https://ic.jimms.fi/product/0/5/348804-ig800gg.jpg,Amd b550,"Microatx (24,4 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
54,https://www.jimms.fi/fi/Product/Show/185929/mag-b650-tomahawk-wifi/msi-mag-b650-tomahawk-wifi-atx-emolevy,239.9,Mag b650 tomahawk wifi,MSI,MOBO_427764-ig800gg.jpg,https://ic.jimms.fi/product/6/5/427764-ig800gg.jpg,Amd b650,"Atx (243,84 x 304,8 mm)",4 x ddr5 dimm maks. 128gb
55,https://www.jimms.fi/fi/Product/Show/197323/pro-b650m-p/msi-pro-b650m-p-matx-emolevy,144.9,Pro b650m-p,MSI,MOBO_469060-ig800gg.jpg,https://ic.jimms.fi/product/6/9/469060-ig800gg.jpg,Amd b650,"Matx (243,84 x 243,84 mm)",4 x ddr5 dimm maks. 192gb
56,https://www.jimms.fi/fi/Product/Show/196407/b650m-pg-lightning/asrock-b650m-pg-lightning-matx-emolevy,169.9,B650m pg lightning,ASRock,MOBO_463660-ig800gg.jpg,https://ic.jimms.fi/product/6/9/463660-ig800gg.jpg,Amd b650,"Micro atx (24,4 x 24,4 cm)",4 x ddr5 dimm maks. 192gb
57,https://www.jimms.fi/fi/Product/Show/187108/z790-livemixer/asrock-z790-livemixer-atx-emolevy,248.9,Z790 livemixer,ASRock,MOBO_413432-ig800gg.jpg,https://ic.jimms.fi/product/3/7/413432-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
58,https://www.jimms.fi/fi/Product/Show/188710/pro-b760m-p-ddr4/msi-pro-b760m-p-ddr4-matx-emolevy,110.9,Pro b760m-p ddr4,MSI,MOBO_421728-ig800gg.jpg,https://ic.jimms.fi/product/2/1/421728-ig800gg.jpg,Intel b760,"Matx (243,84 x 243,84 mm)",4 x ddr4 maks. 128gb
59,https://www.jimms.fi/fi/Product/Show/184240/rog-strix-x670e-e-gaming-wifi/asus-rog-strix-x670e-e-gaming-wifi-atx-emolevy,590.9,Rog strix x670e-e gaming wifi,Asus,MOBO_405231-ig800gg.jpg,https://ic.jimms.fi/product/3/8/405231-ig800gg.jpg,Amd x670,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
60,https://www.jimms.fi/fi/Product/Show/179001/h610i-ddr4/gigabyte-h610i-ddr4-mini-itx-emolevy,139.9,H610i ddr4,Gigabyte,MOBO_370264-ig800gg.jpg,https://ic.jimms.fi/product/6/5/370264-ig800gg.jpg,Intel h610,"Mini-itx (17,0 x 17,0 cm)",2 x ddr4 dimm maks. 64gb
61,https://www.jimms.fi/fi/Product/Show/176783/z690-pg-riptide/asrock-z690-pg-riptide-atx-emolevy,195.9,Z690 pg riptide,ASRock,MOBO_360011-ig800gg.jpg,https://ic.jimms.fi/product/1/8/360011-ig800gg.jpg,Intel z690,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
62,https://www.jimms.fi/fi/Product/Show/188707/mag-b760m-mortar-wifi-ddr4/msi-mag-b760m-mortar-wifi-ddr4-matx-emolevy,205.9,Mag b760m mortar wifi ddr4,MSI,MOBO_421698-ig800gg.jpg,https://ic.jimms.fi/product/9/1/421698-ig800gg.jpg,Intel b760,"Matx (243,84 x 243,84 mm)",4 x ddr4 maks. 128gb
63,https://www.jimms.fi/fi/Product/Show/176044/n7-z59xt-b1/nzxt-n7-z590-atx-emolevy-mattamusta,319,N7 z590,NZXT,MOBO_354701-ig800gg.jpg,https://ic.jimms.fi/product/0/8/354701-ig800gg.jpg,Intel z590,Atx,4 x ddr4 dimm maks. 128gb
64,https://www.jimms.fi/fi/Product/Show/197105/pro-z790-a-max-wifi/msi-pro-z790-a-max-wifi-atx-emolevy,338,Pro z790-a max wifi,MSI,MOBO_467742-ig800gg.jpg,https://ic.jimms.fi/product/4/7/467742-ig800gg.jpg,Intel z790,"Atx (243,84 x 304,8 mm)",4 x ddr5 maks. 192gb
65,https://www.jimms.fi/fi/Product/Show/176779/z690-phantom-gaming-4-d5/asrock-z690-phantom-gaming-4-d5-atx-emolevy,248.9,Z690 phantom gaming 4/d5,ASRock,MOBO_360015-ig800gg.jpg,https://ic.jimms.fi/product/1/4/360015-ig800gg.jpg,Intel z690,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
66,https://www.jimms.fi/fi/Product/Show/176080/prime-z690-a/asus-prime-z690-a-atx-emolevy,312.9,Prime z690-a,Asus,MOBO_358853-ig800gg.jpg,https://ic.jimms.fi/product/5/6/358853-ig800gg.jpg,Intel z690,"Atx (30,5 x 24,4 cm)",4 x ddr5 maks. 128gb
67,https://www.jimms.fi/fi/Product/Show/185933/mpg-b650-carbon-wifi/msi-mpg-b650-carbon-wifi-atx-emolevy,331.9,Mpg b650 carbon wifi,MSI,MOBO_427775-ig800gg.jpg,https://ic.jimms.fi/product/7/4/427775-ig800gg.jpg,Amd b650,"Atx (243,84 x 304,8 mm)",4 x ddr5 dimm maks. 128gb
68,https://www.jimms.fi/fi/Product/Show/164867/rog-strix-b550-a-gaming/asus-rog-strix-b550-a-gaming-atx-emolevy,162.9,Rog strix b550-a gaming,Asus,MOBO_298315-ig800gg.jpg,https://ic.jimms.fi/product/1/4/298315-ig800gg.jpg,Amd b550,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
69,https://www.jimms.fi/fi/Product/Show/184244/tuf-gaming-x670e-plus-wifi/asus-tuf-gaming-x670e-plus-wifi-atx-emolevy,349.9,Tuf gaming x670e-plus wifi,Asus,MOBO_405272-ig800gg.jpg,https://ic.jimms.fi/product/7/7/405272-ig800gg.jpg,Amd x670,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
70,https://www.jimms.fi/fi/Product/Show/191877/b650m-pro-rs-wifi/asrock-b650m-pro-rs-wifi-matx-emolevy,177.9,B650m pro rs wifi,ASRock,MOBO_445763-ig800gg.jpg,https://ic.jimms.fi/product/6/6/445763-ig800gg.jpg,Amd b650,"Micro atx (24,4 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
71,https://www.jimms.fi/fi/Product/Show/167937/b550m-aorus-elite/gigabyte-b550m-aorus-elite-matx-emolevy,119.9,B550m aorus elite,Gigabyte,MOBO_313349-ig800gg.jpg,https://ic.jimms.fi/product/4/0/313349-ig800gg.jpg,Amd b550,"Matx (24,4 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
72,https://www.jimms.fi/fi/Product/Show/178150/prime-b660-plus-d4/asus-prime-b660-plus-d4-atx-emolevy,139.9,Prime b660-plus d4,Asus,MOBO_369769-ig800gg.jpg,https://ic.jimms.fi/product/6/0/369769-ig800gg.jpg,Intel b660,"Atx (30,5 x 24,4 cm)",4 x ddr4 maks. 128gb
73,https://www.jimms.fi/fi/Product/Show/197068/prime-h610m-a-wifi/asus-prime-h610m-a-wifi-matx-emolevy,144,Prime h610m-a wifi,Asus,MOBO_467521-ig800gg.jpg,https://ic.jimms.fi/product/2/8/467521-ig800gg.jpg,Intel h610,"Matx (24,4 x 21,6 cm)",2 x ddr5 maks. 96gb
74,https://www.jimms.fi/fi/Product/Show/188702/mag-b760-tomahawk-wifi/msi-mag-b760-tomahawk-wifi-atx-emolevy,216.9,Mag b760 tomahawk wifi,MSI,MOBO_421663-ig800gg.jpg,https://ic.jimms.fi/product/6/6/421663-ig800gg.jpg,Intel b760,"Atx (243,84 x 304,8 mm)",4 x ddr5 maks. 128gb
75,https://www.jimms.fi/fi/Product/Show/188727/b760m-gaming-ddr4/gigabyte-b760m-gaming-ddr4-matx-emolevy,122.9,B760m gaming ddr4,Gigabyte,MOBO_421906-ig800gg.jpg,https://ic.jimms.fi/product/0/3/421906-ig800gg.jpg,Intel b760,"Micro atx (24,4 x 22,5 cm)",2 x ddr4 maks. 64gb
76,https://www.jimms.fi/fi/Product/Show/179017/b660m-pro-rs/asrock-b660m-pro-rs-matx-emolevy,128.9,B660m pro rs,ASRock,MOBO_370324-ig800gg.jpg,https://ic.jimms.fi/product/2/5/370324-ig800gg.jpg,Intel b660,"Micro atx (24,4 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
77,https://www.jimms.fi/fi/Product/Show/176945/pro-z690-p-ddr4/msi-pro-z690-p-ddr4-atx-emolevy,233.9,Pro z690-p ddr4,MSI,MOBO_359781-ig800gg.jpg,https://ic.jimms.fi/product/8/8/359781-ig800gg.jpg,Intel z690,"Atx (30,5 x 24,4 cm)",4 x ddr4 maks. 128gb
78,https://www.jimms.fi/fi/Product/Show/176892/z690-gaming-x-ddr4/gigabyte-z690-gaming-x-ddr4-atx-emolevy,281.9,Z690 gaming x ddr4,Gigabyte,MOBO_359525-ig800gg.jpg,https://ic.jimms.fi/product/2/4/359525-ig800gg.jpg,Intel z690,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
79,https://www.jimms.fi/fi/Product/Show/148799/ws-x299-sage-10g/asus-ws-x299-sage-10g-ceb-emolevy,844.9,Ws x299 sage/10g,Asus,MOBO_230725-ig800gg.jpg,https://ic.jimms.fi/product/2/4/230725-ig800gg.jpg,Intel x299,"Ceb form factor (30,5 x 26,7 cm)",8 x dimm maks. 128gb - intel x core x-series (6-core tai suurempi)
80,https://www.jimms.fi/fi/Product/Show/188732/b760-gaming-x/gigabyte-b760-gaming-x-atx-emolevy,206.9,B760 gaming x,Gigabyte,MOBO_422263-ig800gg.jpg,https://ic.jimms.fi/product/6/6/422263-ig800gg.jpg,Intel b760,"Atx (30,5 x 24,4 cm)",4 x ddr5 maks. 128gb
81,https://www.jimms.fi/fi/Product/Show/185744/pro-z790-p-wifi-ddr4/msi-pro-z790-p-wifi-ddr4-atx-emolevy,246.9,Pro z790-p wifi ddr4,MSI,MOBO_427750-ig800gg.jpg,https://ic.jimms.fi/product/5/9/427750-ig800gg.jpg,Intel z790,"Atx (243,84 x 304,8 mm)",4 x ddr4 maks. 128gb
82,https://www.jimms.fi/fi/Product/Show/185739/mag-z790-tomahawk-wifi-ddr4/msi-mag-z790-tomahawk-wifi-ddr4-atx-emolevy,298.9,Mag z790 tomahawk wifi ddr4,MSI,MOBO_427679-ig800gg.jpg,https://ic.jimms.fi/product/7/0/427679-ig800gg.jpg,Intel z790,"Atx (243,84 x 304,8 mm)",4 x ddr4 maks. 128gb
83,https://www.jimms.fi/fi/Product/Show/178147/prime-b660m-a-d4/asus-prime-b660m-a-d4-matx-emolevy,180.9,Prime b660m-a d4,Asus,MOBO_369751-ig800gg.jpg,https://ic.jimms.fi/product/5/8/369751-ig800gg.jpg,Intel b660,"Matx (24,4 x 24,4 cm)",4 x ddr4 maks. 128gb
84,https://www.jimms.fi/fi/Product/Show/189108/n7-z79xt-w1/nzxt-n7-z790-atx-emolevy-valkoinen,357.9,N7 z790,NZXT,MOBO_423896-ig800gg.jpg,https://ic.jimms.fi/product/9/3/423896-ig800gg.jpg,Intel® z790,Atx,Dimm slots: 4
85,https://www.jimms.fi/fi/Product/Show/187100/z790-ud-ax/gigabyte-z790-ud-ax-atx-emolevy,249.9,Z790 ud ax,Gigabyte,MOBO_413397-ig800gg.jpg,https://ic.jimms.fi/product/9/2/413397-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr5 maks. 192gb
86,https://www.jimms.fi/fi/Product/Show/176786/z690m-itx-ax/asrock-z690m-itx-ax-mini-itx-emolevy,259.9,Z690m-itx/ax,ASRock,MOBO_360033-ig800gg.jpg,https://ic.jimms.fi/product/3/6/360033-ig800gg.jpg,Intel z690,"Mini-itx (17,0 x 17,0 cm)",2 x ddr4 dimm maks. 64gb
87,https://www.jimms.fi/fi/Product/Show/185528/rog-strix-b650e-f-gaming-wifi/asus-rog-strix-b650e-f-gaming-wifi-atx-emolevy,309.9,Rog strix b650e-f gaming wifi,Asus,MOBO_406894-ig800gg.jpg,https://ic.jimms.fi/product/9/5/406894-ig800gg.jpg,Amd b650,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
88,https://www.jimms.fi/fi/Product/Show/185731/z790-aorus-elite-ax/gigabyte-z790-aorus-elite-ax-atx-emolevy,309.9,Z790 aorus elite ax,Gigabyte,MOBO_406485-ig800gg.jpg,https://ic.jimms.fi/product/8/4/406485-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr5 maks. 128gb
89,https://www.jimms.fi/fi/Product/Show/188674/prime-b760-plus-d4/asus-prime-b760-plus-d4-atx-emolevy,164.9,Prime b760-plus d4,Asus,MOBO_421795-ig800gg.jpg,https://ic.jimms.fi/product/9/4/421795-ig800gg.jpg,Intel b760,"Atx (30,5 x 24,4 cm)",4 x ddr4 maks. 128gb
90,https://www.jimms.fi/fi/Product/Show/192101/b760-gaming-plus-wifi/msi-b760-gaming-plus-wifi-atx-emolevy,179.9,B760 gaming plus wifi,MSI,MOBO_439995-ig800gg.jpg,https://ic.jimms.fi/product/9/4/439995-ig800gg.jpg,Intel b760,"Atx (243,84 x 304,8 mm)",4x ddr5 maximum memory capacity 192gb
91,https://www.jimms.fi/fi/Product/Show/197100/tuf-gaming-b760m-btf-wifi/asus-tuf-gaming-b760m-btf-wifi-matx-emolevy,262,Tuf gaming b760m-btf wifi,Asus,MOBO_467724-ig800gg.jpg,https://ic.jimms.fi/product/2/5/467724-ig800gg.jpg,Intel b760,"Micro-atx (24,4 x 24,4 cm)",4 x ddr5 maks. 192gb
92,https://www.jimms.fi/fi/Product/Show/178045/tuf-gaming-b550-plus-wifi-ii/asus-tuf-gaming-b550-plus-wifi-ii-atx-emolevy,229.9,Tuf gaming b550-plus wifi ii,Asus,MOBO_365697-ig800gg.jpg,https://ic.jimms.fi/product/9/2/365697-ig800gg.jpg,Amd b550,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
93,https://www.jimms.fi/fi/Product/Show/197088/rog-maximus-z790-hero-eva-02-e/asus-rog-maximus-z790-hero-eva-02-edition-atx-emolevy,933.9,Rog maximus z790 hero eva-02 edition,Asus,MOBO_467640-ig800gg.jpg,https://ic.jimms.fi/product/4/9/467640-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
94,https://www.jimms.fi/fi/Product/Show/185793/z790-steel-legend-wifi/asrock-z790-steel-legend-wifi-atx-emolevy,299.9,Z790 steel legend wifi,ASRock,MOBO_405977-ig800gg.jpg,https://ic.jimms.fi/product/7/2/405977-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
95,https://www.jimms.fi/fi/Product/Show/192145/b760i-aorus-pro/gigabyte-b760i-aorus-pro-mini-itx-emolevy,232.9,B760i aorus pro,Gigabyte,MOBO_440111-ig800gg.jpg,https://ic.jimms.fi/product/1/8/440111-ig800gg.jpg,Intel b760,"Mini-itx (17,0 x 17,0 cm)",2 x ddr5 dimm maks. 96gb
96,https://www.jimms.fi/fi/Product/Show/178155/prime-h610m-e-d4/asus-prime-h610m-e-d4-matx-emolevy,124.9,Prime h610m-e d4,Asus,MOBO_369832-ig800gg.jpg,https://ic.jimms.fi/product/3/7/369832-ig800gg.jpg,Intel h610,"Matx (24,4 x 21,1 cm)",2 x ddr4 maks. 64gb
97,https://www.jimms.fi/fi/Product/Show/176063/mpg-z690-edge-wifi-ddr4/msi-mpg-z690-edge-wifi-ddr4-atx-emolevy,346.9,Mpg z690 edge wifi ddr4,MSI,MOBO_359687-ig800gg.jpg,https://ic.jimms.fi/product/8/2/359687-ig800gg.jpg,Intel z690,"Atx (30,5 x 24,4 cm)",4 x ddr4 maks. 128gb
98,https://www.jimms.fi/fi/Product/Show/196061/rogstrix-z790-e-gaming-wifi-ii/asus-rog-strix-z790-e-gaming-wifi-ii-atx-emolevy,694.9,Rog strix z790-e gaming wifi ii,Asus,MOBO_465468-ig800gg.jpg,https://ic.jimms.fi/product/6/1/465468-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 192gb
99,https://www.jimms.fi/fi/Product/Show/185797/z790-pg-lightning-d4/asrock-z790-pg-lightning-d4-atx-emolevy,209.9,Z790 pg lightning/d4,ASRock,MOBO_405990-ig800gg.jpg,https://ic.jimms.fi/product/9/9/405990-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
100,https://www.jimms.fi/fi/Product/Show/196345/meg-z790-ace-max/msi-meg-z790-ace-max-e-atx-emolevy,789,Meg z790 ace max,MSI,MOBO_463283-ig800gg.jpg,https://ic.jimms.fi/product/8/6/463283-ig800gg.jpg,Intel z790,"E-atx (277 x 304,8 mm)",4 x ddr5 maks. 192gb
101,https://www.jimms.fi/fi/Product/Show/176072/rog-strix-z690-e-gaming-wifi/asus-rog-strix-z690-e-gaming-wifi-atx-emolevy,573.9,Rog strix z690-e gaming wifi,Asus,MOBO_358898-ig800gg.jpg,https://ic.jimms.fi/product/9/1/358898-ig800gg.jpg,Intel z690,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
102,https://www.jimms.fi/fi/Product/Show/162767/prime-b550m-k/asus-prime-b550m-k-matx-emolevy,114.9,Prime b550m-k,Asus,MOBO_288253-ig800gg.jpg,https://ic.jimms.fi/product/5/6/288253-ig800gg.jpg,Amd b550,"Matx (24,4 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
103,https://www.jimms.fi/fi/Product/Show/185702/rog-strix-z790-i-gaming-wifi/asus-rog-strix-z790-i-gaming-wifi-mini-itx-emolevy,526.9,Rog strix z790-i gaming wifi,Asus,MOBO_405688-ig800gg.jpg,https://ic.jimms.fi/product/8/1/405688-ig800gg.jpg,Intel z790,Mini-itx (17 x 17 cm),2 x ddr5 dimm maks. 64gb
104,https://www.jimms.fi/fi/Product/Show/187438/b650m-gaming-x-ax/gigabyte-b650m-gaming-x-ax-matx-emolevy,209.9,B650m gaming x ax,Gigabyte,MOBO_415341-ig800gg.jpg,https://ic.jimms.fi/product/4/8/415341-ig800gg.jpg,Amd b650,"Micro atx (24,4 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
105,https://www.jimms.fi/fi/Product/Show/184242/rog-strix-x670e-a-gaming-wifi/asus-rog-strix-x670e-a-gaming-wifi-atx-emolevy,454.9,Rog strix x670e-a gaming wifi,Asus,MOBO_405219-ig800gg.jpg,https://ic.jimms.fi/product/1/0/405219-ig800gg.jpg,Amd x670,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
106,https://www.jimms.fi/fi/Product/Show/196048/b650m-h-m-2/asrock-b650m-h-m-2-matx-emolevy,129.9,B650m-h/m.2+,ASRock,MOBO_461319-ig800gg.jpg,https://ic.jimms.fi/product/1/0/461319-ig800gg.jpg,Amd b650,"Micro atx (24,4 x 22,6 cm)",2 x ddr5 dimm maks. 96gb
107,https://www.jimms.fi/fi/Product/Show/176510/b550-gaming-x-v2/gigabyte-b550-gaming-x-v2-atx-emolevy,124.9,B550 gaming x v2,Gigabyte,MOBO_357202-ig800gg.jpg,https://ic.jimms.fi/product/0/7/357202-ig800gg.jpg,Amd b550,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
108,https://www.jimms.fi/fi/Product/Show/194718/b650-gaming-plus-wifi/msi-b650-gaming-plus-wifi-atx-emolevy,199.9,B650 gaming plus wifi,MSI,MOBO_454560-ig800gg.jpg,https://ic.jimms.fi/product/6/9/454560-ig800gg.jpg,Amd b650,"Atx (243,84 x 304,8 mm)",4 x ddr5 dimm maks. 192gb
