ID,Url,Price,Name,Manufacturer,Image,Image_Url,Chipset,Form_Factor,Memory_Compatibility
109,https://www.jimms.fi/fi/Product/Show/197071/prime-h610m-k/asus-prime-h610m-k-matx-emolevy,122,Prime h610m-k,Asus,MOBO_467543-ig800gg.jpg,https://ic.jimms.fi/product/4/6/467543-ig800gg.jpg,Intel h610,"Micro-atx (23,4 x 20,3 cm)",2 x ddr5 maks. 96gb
110,https://www.jimms.fi/fi/Product/Show/184249/prime-x670-p/asus-prime-x670-p-atx-emolevy,279.9,Prime x670-p,Asus,MOBO_405160-ig800gg.jpg,https://ic.jimms.fi/product/6/9/405160-ig800gg.jpg,Amd x670,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
111,https://www.jimms.fi/fi/Product/Show/185730/z790-aorus-master/gigabyte-z790-aorus-master-e-atx-emolevy,579.9,Z790 aorus master,Gigabyte,MOBO_405558-ig800gg.jpg,https://ic.jimms.fi/product/5/1/405558-ig800gg.jpg,Intel z790,"E-atx (30,5 x 26,0 cm)",4 x ddr5 maks. 128gb
112,https://www.jimms.fi/fi/Product/Show/178691/pro-b660m-g-ddr4/msi-pro-b660m-g-ddr4-matx-emolevy,166.9,Pro b660m-g ddr4,MSI,MOBO_373101-ig800gg.jpg,https://ic.jimms.fi/product/0/8/373101-ig800gg.jpg,Intel b660,"M-atx (24,4 x 22,0 cm)",2 x ddr4 dimm maks. 64gb
113,https://www.jimms.fi/fi/Product/Show/185801/z790-pg-itx-tb4/asrock-z790-pg-itx-tb4-mini-itx-emolevy,381.9,Z790 pg-itx/tb4,ASRock,MOBO_406000-ig800gg.jpg,https://ic.jimms.fi/product/0/9/406000-ig800gg.jpg,Intel z790,"Mini-itx (17,0 x 17,0 cm)",2 x ddr5 dimm maks. 64gb
114,https://www.jimms.fi/fi/Product/Show/185009/x670e-steel-legend/asrock-x670e-steel-legend-atx-emolevy,364.9,X670e steel legend,ASRock,MOBO_405039-ig800gg.jpg,https://ic.jimms.fi/product/3/0/405039-ig800gg.jpg,Amd x670,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
115,https://www.jimms.fi/fi/Product/Show/185735/mpg-z790-edge-wifi/msi-mpg-z790-edge-wifi-atx-emolevy,429.9,Mpg z790 edge wifi,MSI,MOBO_427723-ig800gg.jpg,https://ic.jimms.fi/product/2/6/427723-ig800gg.jpg,Intel z790,"Atx (243,84 x 304,8 mm)",4 x ddr5 maks. 128gb
116,https://www.jimms.fi/fi/Product/Show/187601/wrx80-creator-r2-0/asrock-wrx80-creator-r2-0-e-atx-emolevy,930.9,Wrx80 creator r2.0,ASRock,MOBO_416359-ig800gg.jpg,https://ic.jimms.fi/product/5/0/416359-ig800gg.jpg,Amd wrx80,"Eatx form factor: 12.0-in x 10.7-in, 30.5 cm x 27.2 cm: 14 layer pcb",Eight channel ddr4 memory technology: 8 x ddr4 dimm slots: supports ddr4 ecc & non-ecc buffered and un-buffered memory (u-dimm) up to 4400+(oc)*: supports ddr4 3200 / 2933 / 2667 / 2400 / 2133 ecc & non-ecc buffered and un-buffered memory (r-dimm and 3ds r-dimm)*
117,https://www.jimms.fi/fi/Product/Show/188734/b760-ds3h/gigabyte-b760-ds3h-atx-emolevy,175.9,B760 ds3h,Gigabyte,MOBO_432120-ig800gg.jpg,https://ic.jimms.fi/product/2/9/432120-ig800gg.jpg,Intel b760,"Atx (30,5 x 24,4 cm)",4 x ddr5 maks. 128gb
118,https://www.jimms.fi/fi/Product/Show/176919/mpg-z690-edge-wifi/msi-mpg-z690-edge-wifi-atx-emolevy,390.9,Mpg z690 edge wifi,MSI,MOBO_364022-ig800gg.jpg,https://ic.jimms.fi/product/2/7/364022-ig800gg.jpg,Intel z690,"Atx (30,5 x 24,4 cm)",4 x ddr5 maks. 128gb
119,https://www.jimms.fi/fi/Product/Show/176893/z690-aorus-xtreme/gigabyte-z690-aorus-xtreme-e-atx-emolevy,1172,Z690 aorus xtreme,Gigabyte,MOBO_359528-ig800gg.jpg,https://ic.jimms.fi/product/2/1/359528-ig800gg.jpg,Intel z690,"E-atx (30,5 x 28,5 cm)",4 x ddr5 dimm maks. 128gb
120,https://www.jimms.fi/fi/Product/Show/185700/rog-strix-z790-f-gaming-wifi/asus-rog-strix-z790-f-gaming-wifi-atx-emolevy,489.9,Rog strix z790-f gaming wifi,Asus,MOBO_405677-ig800gg.jpg,https://ic.jimms.fi/product/7/2/405677-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
121,https://www.jimms.fi/fi/Product/Show/191870/a620m-gaming-x/gigabyte-a620m-gaming-x-matx-emolevy,140.9,A620m gaming x,Gigabyte,MOBO_438705-ig800gg.jpg,https://ic.jimms.fi/product/0/4/438705-ig800gg.jpg,Amd a620,"Micro atx (24,4 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
122,https://www.jimms.fi/fi/Product/Show/196240/prime-z690-p-d4-csm/asus-prime-z690-p-d4-csm-atx-emolevy,209.9,Prime z690-p d4-csm,Asus,MOBO_462345-ig800gg.jpg,https://ic.jimms.fi/product/4/4/462345-ig800gg.jpg,Intel z690,"Atx (30,5 x 23,4 cm)",4 x ddr4 maks. 128gb
123,https://www.jimms.fi/fi/Product/Show/189105/n7-b65xt-b1/nzxt-n7-b650e-atx-emolevy-musta,386.9,N7 b650e,NZXT,MOBO_423886-ig800gg.jpg,https://ic.jimms.fi/product/8/3/423886-ig800gg.jpg,Amd b650,Atx,Dimm slots: 4
124,https://www.jimms.fi/fi/Product/Show/184250/proart-x670e-creator-wifi/asus-proart-x670e-creator-wifi-atx-emolevy,499.9,Proart x670e-creator wifi,Asus,MOBO_405175-ig800gg.jpg,https://ic.jimms.fi/product/7/4/405175-ig800gg.jpg,Amd x670,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
125,https://www.jimms.fi/fi/Product/Show/194161/a620i-ax/gigabyte-a620i-ax-mini-itx-emolevy,199.9,A620i ax,Gigabyte,MOBO_450236-ig800gg.jpg,https://ic.jimms.fi/product/3/3/450236-ig800gg.jpg,Amd a620,"Mini-itx (17,0 x 17,0 cm)",2 x ddr5 dimm maks. 96gb
126,https://www.jimms.fi/fi/Product/Show/172258/b550-aorus-elite-v2/gigabyte-b550-aorus-elite-v2-atx-emolevy,139.9,B550 aorus elite v2,Gigabyte,MOBO_336174-ig800gg.jpg,https://ic.jimms.fi/product/7/5/336174-ig800gg.jpg,Amd b550,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
127,https://www.jimms.fi/fi/Product/Show/197079/prime-b650m-a-ii-csm/asus-prime-b650m-a-ii-csm-matx-emolevy,206,Prime b650m-a ii-csm,Asus,MOBO_467577-ig800gg.jpg,https://ic.jimms.fi/product/7/2/467577-ig800gg.jpg,Amd b650,"Matx (24,4 x 24,4 cm)",4 x ddr5 maks. 192gb
128,https://www.jimms.fi/fi/Product/Show/178999/h610m-h-ddr4/gigabyte-h610m-h-ddr4-matx-emolevy,115.9,H610m h ddr4,Gigabyte,MOBO_370258-ig800gg.jpg,https://ic.jimms.fi/product/5/1/370258-ig800gg.jpg,Intel h610,"Micro atx (23,0 x 21,5 cm)",2 x ddr4 dimm maks. 64gb
129,https://www.jimms.fi/fi/Product/Show/170912/pro-ws-wrx80e-sage-se-wifi/asus-pro-ws-wrx80e-sage-se-wifi-e-atx-emolevy,1319,Pro ws wrx80e-sage se wifi,Asus,MOBO_328186-ig800gg.jpg,https://ic.jimms.fi/product/8/3/328186-ig800gg.jpg,Amd wrx80,"Extended atx (30,98 x 33,02 cm)",Memory channels: 8ddr4 (eight channel)
130,https://www.jimms.fi/fi/Product/Show/185944/b650e-taichi/asrock-b650e-taichi-e-atx-emolevy,585.9,B650e taichi,ASRock,MOBO_407016-ig800gg.jpg,https://ic.jimms.fi/product/1/3/407016-ig800gg.jpg,Amd b650,"Eatx (30,5 x 26,7 cm)",4 x ddr5 dimm maks. 128gb
131,https://www.jimms.fi/fi/Product/Show/185945/b650e-steel-legend-wifi/asrock-b650e-steel-legend-wifi-atx-emolevy,299.9,B650e steel legend wifi,ASRock,MOBO_407019-ig800gg.jpg,https://ic.jimms.fi/product/1/0/407019-ig800gg.jpg,Amd b650,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
132,https://www.jimms.fi/fi/Product/Show/196075/pro-h610m-e-ddr4/msi-pro-h610m-e-ddr4-matx-emolevy,92.9,Pro h610m-e ddr4,MSI,MOBO_461372-ig800gg.jpg,https://ic.jimms.fi/product/7/7/461372-ig800gg.jpg,Intel h610,"M-atx (23,6 x 20 cm)",2 x ddr4 dimm maks. 64gb
133,https://www.jimms.fi/fi/Product/Show/162826/b550m-hdv/asrock-b550m-hdv-matx-emolevy,88.9,B550m-hdv,ASRock,MOBO_288452-ig800gg.jpg,https://ic.jimms.fi/product/5/7/288452-ig800gg.jpg,Amd b550,"Micro atx (23,0 x 20,1cm)",2 x ddr4 dimm maks. 64gb
134,https://www.jimms.fi/fi/Product/Show/185738/mag-z790-tomahawk-wifi/msi-mag-z790-tomahawk-wifi-atx-emolevy,299.9,Mag z790 tomahawk wifi,MSI,MOBO_427686-ig800gg.jpg,https://ic.jimms.fi/product/8/3/427686-ig800gg.jpg,Intel z790,"Atx (243,84 x 304,8 mm)",4 x ddr5 maks. 128gb
135,https://www.jimms.fi/fi/Product/Show/185943/b650-aero-g/gigabyte-b650-aero-g-atx-emolevy,339.9,B650 aero g,Gigabyte,MOBO_407010-ig800gg.jpg,https://ic.jimms.fi/product/1/9/407010-ig800gg.jpg,Amd b650,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
136,https://www.jimms.fi/fi/Product/Show/135402/ws-x299-pro/asus-ws-x299-pro-atx-emolevy,472.9,Ws x299 pro,Asus,MOBO_180495-ig800gg.jpg,https://ic.jimms.fi/product/9/4/180495-ig800gg.jpg,Intel x299,"Atx (30,5 x 24,4 cm)",Intel® socket 2066 core™ x-series -prosessorit (6+ ydintä):8 x dimm maks. 128gb ddr4 4000(o.c.)/3600(o.c.)/2666/2400/2133 mhz
137,https://www.jimms.fi/fi/Product/Show/188728/b760m-gaming-x-ddr4/gigabyte-b760m-gaming-x-ddr4-matx-emolevy,151.9,B760m gaming x ddr4,Gigabyte,MOBO_421911-ig800gg.jpg,https://ic.jimms.fi/product/1/8/421911-ig800gg.jpg,Intel b760,"Micro atx (24,4 x 24,4 cm)",4 x ddr4 maks. 128gb
138,https://www.jimms.fi/fi/Product/Show/178136/prime-h670-plus-d4/asus-prime-h670-plus-d4-atx-emolevy,184.9,Prime h670-plus d4,Asus,MOBO_369848-ig800gg.jpg,https://ic.jimms.fi/product/4/1/369848-ig800gg.jpg,Intel h670,"Atx (30,5 x 24,4 cm)",4 x ddr4 maks. 128gb
139,https://www.jimms.fi/fi/Product/Show/185011/x670e-pg-lightning/asrock-x670e-pg-lightning-atx-emolevy,306.9,X670e pg lightning,ASRock,MOBO_405046-ig800gg.jpg,https://ic.jimms.fi/product/4/3/405046-ig800gg.jpg,Amd x670,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
140,https://www.jimms.fi/fi/Product/Show/185703/proart-z790-creator-wifi/asus-proart-z790-creator-wifi-atx-emolevy,605.9,Proart z790-creator wifi,Asus,MOBO_418334-ig800gg.jpg,https://ic.jimms.fi/product/3/5/418334-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
141,https://www.jimms.fi/fi/Product/Show/185698/rog-maximus-z790-hero/asus-rog-maximus-z790-hero-atx-emolevy,649.9,Rog maximus z790 hero,Asus,MOBO_405659-ig800gg.jpg,https://ic.jimms.fi/product/5/0/405659-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
142,https://www.jimms.fi/fi/Product/Show/191868/a620m-hdv-m-2/asrock-a620m-hdv-m-2-matx-emolevy,99.9,A620m-hdv/m.2,ASRock,MOBO_438697-ig800gg.jpg,https://ic.jimms.fi/product/9/2/438697-ig800gg.jpg,Amd a620,"Micro atx (24,4 x 22,6 cm)",2 x ddr5 dimm maks. 64gb
143,https://www.jimms.fi/fi/Product/Show/183728/b550-gaming-gen3/msi-b550-gaming-gen3-atx-emolevy,123.9,B550 gaming gen3,MSI,MOBO_395518-ig800gg.jpg,https://ic.jimms.fi/product/1/1/395518-ig800gg.jpg,Amd b550,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
144,https://www.jimms.fi/fi/Product/Show/162814/b550m-ds3h/gigabyte-b550m-ds3h-matx-emolevy,109.9,B550m ds3h,Gigabyte,MOBO_449872-ig800gg.jpg,https://ic.jimms.fi/product/7/7/449872-ig800gg.jpg,Amd b550,"Micro atx (24,4 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
145,https://www.jimms.fi/fi/Product/Show/197103/pro-h610t-csm/asus-pro-h610t-csm-thin-mini-itx-emolevy,157.9,Pro h610t-csm,Asus,MOBO_467734-ig800gg.jpg,https://ic.jimms.fi/product/3/5/467734-ig800gg.jpg,Intel h610,"Thin mini-itx (17,0 x 17,0 cm)",2 x so-dimm ddr5 maks. 64gb
146,https://www.jimms.fi/fi/Product/Show/179013/b660-steel-legend/asrock-b660-steel-legend-atx-emolevy,217.9,B660 steel legend,ASRock,MOBO_370312-ig800gg.jpg,https://ic.jimms.fi/product/1/7/370312-ig800gg.jpg,Intel b660,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
147,https://www.jimms.fi/fi/Product/Show/188679/prime-b760m-a-wifi-d4/asus-prime-b760m-a-wifi-d4-matx-emolevy,215.9,Prime b760m-a wifi d4,Asus,MOBO_421825-ig800gg.jpg,https://ic.jimms.fi/product/2/4/421825-ig800gg.jpg,Intel b760,"Matx (24,4 x 24,4 cm)",4 x ddr4 maks. 128gb
148,https://www.jimms.fi/fi/Product/Show/174863/tuf-gaming-a520m-plus-ii/asus-tuf-gaming-a520m-plus-ii-matx-emolevy,114.9,Tuf gaming a520m-plus ii,Asus,MOBO_348795-ig800gg.jpg,https://ic.jimms.fi/product/9/4/348795-ig800gg.jpg,Amd a520,"Microatx (24,4 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
149,https://www.jimms.fi/fi/Product/Show/195374/z790-aorus-xtreme-x/gigabyte-z790-aorus-xtreme-x-e-atx-emolevy,1297.9,Z790 aorus xtreme x,Gigabyte,MOBO_457668-ig800gg.jpg,https://ic.jimms.fi/product/6/1/457668-ig800gg.jpg,Intel z790,"E-atx (30,5 x 28,5 cm)",4 x ddr5 maks. 192gb
150,https://www.jimms.fi/fi/Product/Show/162821/b550m-pro4/asrock-b550m-pro4-matx-emolevy,117.9,B550m pro4,ASRock,MOBO_288427-ig800gg.jpg,https://ic.jimms.fi/product/2/2/288427-ig800gg.jpg,Amd b550,"Micro atx (24,4 x 24,4 cm)",Dual channel ddr4 memory technology
151,https://www.jimms.fi/fi/Product/Show/185937/b650-aorus-elite-ax/gigabyte-b650-aorus-elite-ax-atx-emolevy,269.9,B650 aorus elite ax,Gigabyte,MOBO_406974-ig800gg.jpg,https://ic.jimms.fi/product/7/5/406974-ig800gg.jpg,Amd b650,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
152,https://www.jimms.fi/fi/Product/Show/184761/meg-x670e-ace/msi-meg-x670e-ace-e-atx-emolevy,927.9,Meg x670e ace,MSI,MOBO_427648-ig800gg.jpg,https://ic.jimms.fi/product/4/1/427648-ig800gg.jpg,Amd x670,"E-atx (277 x 304,8 mm)",4 x ddr5 maks. 128gb
153,https://www.jimms.fi/fi/Product/Show/176894/z690-aorus-master/gigabyte-z690-aorus-master-e-atx-emolevy,471.9,Z690 aorus master,Gigabyte,MOBO_359531-ig800gg.jpg,https://ic.jimms.fi/product/3/8/359531-ig800gg.jpg,Intel z690,"E-atx (30,5 x 25,9 cm)",4 x ddr5 dimm maks. 128gb
154,https://www.jimms.fi/fi/Product/Show/196406/b650m-pg-lightning-wifi/asrock-b650m-pg-lightning-wifi-matx-emolevy,182.9,B650m pg lightning wifi,ASRock,MOBO_463657-ig800gg.jpg,https://ic.jimms.fi/product/5/2/463657-ig800gg.jpg,Amd b650,"Micro atx (24,4 x 24,4 cm)",4 x ddr5 dimm maks. 192gb
155,https://www.jimms.fi/fi/Product/Show/179003/h670-pg-riptide/asrock-h670-pg-riptide-atx-emolevy,177.9,H670 pg riptide,ASRock,MOBO_370268-ig800gg.jpg,https://ic.jimms.fi/product/6/1/370268-ig800gg.jpg,Intel h670,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
156,https://www.jimms.fi/fi/Product/Show/196986/b760m-gaming-x-ax/gigabyte-b760m-gaming-x-ax-matx-emolevy,186.9,B760m gaming x ax,Gigabyte,MOBO_466935-ig800gg.jpg,https://ic.jimms.fi/product/3/4/466935-ig800gg.jpg,Intel b760,"Micro atx (24,4 x 24,4 cm)",4 x ddr5 maks. 192gb
157,https://www.jimms.fi/fi/Product/Show/187101/z790-ud/gigabyte-z790-ud-atx-emolevy,219.9,Z790 ud,Gigabyte,MOBO_413400-ig800gg.jpg,https://ic.jimms.fi/product/0/9/413400-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr5 maks. 128gb
158,https://www.jimms.fi/fi/Product/Show/185946/b650e-pg-itx-wifi/asrock-b650e-pg-itx-wifi-mini-itx-emolevy,326.9,B650e pg-itx wifi,ASRock,MOBO_407029-ig800gg.jpg,https://ic.jimms.fi/product/2/0/407029-ig800gg.jpg,Amd b650,"Mini-itx (17,0 x 17,0 cm)",2 x ddr5 dimm maks. 64gb
159,https://www.jimms.fi/fi/Product/Show/189147/b760m-pro-rs-d4/asrock-b760m-pro-rs-d4-matx-emolevy,150.9,B760m pro rs/d4,ASRock,MOBO_424811-ig800gg.jpg,https://ic.jimms.fi/product/1/8/424811-ig800gg.jpg,Intel b760,"Micro atx (24,4 x 24,4 cm)",Dual channel ddr4 memory technology: 4 x ddr4 dimm slots: supports ddr4 non-ecc un-buffered memory up to 5333+(oc)*: supports ecc udimm memory modules (operate in non-ecc mode)
160,https://www.jimms.fi/fi/Product/Show/162812/b550i-aorus-pro-ax/gigabyte-b550i-aorus-pro-ax-mini-itx-emolevy,199.9,B550i aorus pro ax,Gigabyte,MOBO_288380-ig800gg.jpg,https://ic.jimms.fi/product/8/9/288380-ig800gg.jpg,Amd b550,"Mini-itx (17,0 x 17,0 cm)",2 x ddr4 dimm maks. 64gb
161,https://www.jimms.fi/fi/Product/Show/185705/tuf-gaming-z790-plus-wifi-d4/asus-tuf-gaming-z790-plus-wifi-d4-atx-emolevy,299.9,Tuf gaming z790-plus wifi d4,Asus,MOBO_405708-ig800gg.jpg,https://ic.jimms.fi/product/0/1/405708-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
162,https://www.jimms.fi/fi/Product/Show/194182/a520m-k-v2/gigabyte-a520m-k-v2-matx-emolevy,69.9,A520m k v2,Gigabyte,MOBO_450385-ig800gg.jpg,https://ic.jimms.fi/product/8/4/450385-ig800gg.jpg,Amd a520,"Micro atx (23,3 x 19,8 cm)",2 x ddr4 dimm maks. 64gb
163,https://www.jimms.fi/fi/Product/Show/190932/tuf-gaming-b760m-btf-wifi-d4/asus-tuf-gaming-b760m-btf-wifi-d4-matx-emolevy,243,Tuf gaming b760m-btf wifi d4,Asus,MOBO_432386-ig800gg.jpg,https://ic.jimms.fi/product/8/3/432386-ig800gg.jpg,Intel b760,"Micro-atx (24,4 x 24,4 cm)",4 x ddr4 maks. 128gb
164,https://www.jimms.fi/fi/Product/Show/176901/z690-gaming-x/gigabyte-z690-gaming-x-atx-emolevy,269.9,Z690 gaming x,Gigabyte,MOBO_359552-ig800gg.jpg,https://ic.jimms.fi/product/5/7/359552-ig800gg.jpg,Intel z690,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
165,https://www.jimms.fi/fi/Product/Show/106767/f4-2666c15q-16grr/g-skill-16gb-4x4b-ripjaws-gaming-ddr4-2666mhz-punainen,77.9,16gb(4x4b) ripjaws gaming ddr4 2666mhz,G.Skill,MOBO_112680-ig800gg.jpg,https://ic.jimms.fi/product/8/9/112680-ig800gg.jpg,,,
166,https://www.jimms.fi/fi/Product/Show/188709/pro-b760m-a-wifi-ddr4/msi-pro-b760m-a-wifi-ddr4-matx-emolevy,176.9,Pro b760m-a wifi ddr4,MSI,MOBO_421720-ig800gg.jpg,https://ic.jimms.fi/product/2/9/421720-ig800gg.jpg,Intel b760,"Matx (243,84 x 243,84 mm)",4 x ddr4 maks. 128gb
167,https://www.jimms.fi/fi/Product/Show/193944/b550m-phantom-gaming-4/asrock-b550m-phantom-gaming-4-matx-emolevy,109.9,B550m phantom gaming 4,ASRock,MOBO_449100-ig800gg.jpg,https://ic.jimms.fi/product/0/9/449100-ig800gg.jpg,Amd b550,"Matx (24,4 x 24,4 cm)",Dual channel ddr4 memory technology
168,https://www.jimms.fi/fi/Product/Show/188712/pro-b760m-e-ddr4/msi-pro-b760m-e-ddr4-matx-emolevy,117.9,Pro b760m-e ddr4,MSI,MOBO_421744-ig800gg.jpg,https://ic.jimms.fi/product/4/5/421744-ig800gg.jpg,Intel b760,"Matx (200 x 236,16 mm)",2 x ddr4 maks. 64gb
169,https://www.jimms.fi/fi/Product/Show/185737/mpg-z790i-edge-wifi/msi-mpg-z790i-edge-wifi-mini-itx-emolevy,419.9,Mpg z790i edge wifi,MSI,MOBO_427730-ig800gg.jpg,https://ic.jimms.fi/product/3/9/427730-ig800gg.jpg,Intel z790,Mini-itx (170 x 170 mm),2 x ddr5 maks. 64gb
170,https://www.jimms.fi/fi/Product/Show/173280/x570s-pg-riptide/asrock-x570s-pg-riptide-atx-emolevy,201.9,X570s pg riptide,ASRock,MOBO_341205-ig800gg.jpg,https://ic.jimms.fi/product/0/4/341205-ig800gg.jpg,Amd x570,"Atx (30,5 x 24,4 cm)",4 x dimm maks. 128gb
171,https://www.jimms.fi/fi/Product/Show/193602/mag-x670e-tomahawk-wifi/msi-mag-x670e-tomahawk-wifi-atx-emolevy,329.9,Mag x670e tomahawk wifi,MSI,MOBO_447094-ig800gg.jpg,https://ic.jimms.fi/product/9/5/447094-ig800gg.jpg,Amd x670,"Atx (304,8 x 243,84 mm)",4 x ddr5 maks. 192gb
172,https://www.jimms.fi/fi/Product/Show/185706/tuf-gaming-z790-plus-d4/asus-tuf-gaming-z790-plus-d4-atx-emolevy,332.9,Tuf gaming z790-plus d4,Asus,MOBO_405766-ig800gg.jpg,https://ic.jimms.fi/product/6/3/405766-ig800gg.jpg,Intel z790,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
173,https://www.jimms.fi/fi/Product/Show/188711/pro-b760m-g-ddr4/msi-pro-b760m-g-ddr4-matx-emolevy,157.9,Pro b760m-g ddr4,MSI,MOBO_421736-ig800gg.jpg,https://ic.jimms.fi/product/3/3/421736-ig800gg.jpg,Intel b760,"Matx (220 x 243,84 mm)",2 x ddr4 maks. 64gb
174,https://www.jimms.fi/fi/Product/Show/191876/b650m-pro-rs/asrock-b650m-pro-rs-matx-emolevy,164.9,B650m pro rs,ASRock,MOBO_445760-ig800gg.jpg,https://ic.jimms.fi/product/6/9/445760-ig800gg.jpg,Amd b650,"Micro atx (24,4 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
175,https://www.jimms.fi/fi/Product/Show/185713/prime-z790m-plus-d4/asus-prime-z790m-plus-d4-matx-emolevy,232.9,Prime z790m-plus d4,Asus,MOBO_405775-ig800gg.jpg,https://ic.jimms.fi/product/7/4/405775-ig800gg.jpg,Intel z790,"Matx (24,4 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
176,https://www.jimms.fi/fi/Product/Show/176078/tuf-gaming-z690-plus-wifi-d4/asus-tuf-gaming-z690-plus-wifi-d4-atx-emolevy,353.9,Tuf gaming z690-plus wifi d4,Asus,MOBO_358917-ig800gg.jpg,https://ic.jimms.fi/product/1/2/358917-ig800gg.jpg,Intel z690,"Atx (30,5 x 24,4 cm)",4 x ddr4 maks. 128gb
177,https://www.jimms.fi/fi/Product/Show/163079/b550m-pro-vdh-wifi/msi-b550m-pro-vdh-wifi-matx-emolevy,130.9,B550m pro-vdh wifi,MSI,MOBO_290828-ig800gg.jpg,https://ic.jimms.fi/product/2/1/290828-ig800gg.jpg,Amd b550,"Matx (24.4 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
178,https://www.jimms.fi/fi/Product/Show/193325/rog-strix-b760-g-gaming-wifi/asus-rog-strix-b760-g-gaming-wifi-matx-emolevy,268,Rog strix b760-g gaming wifi,Asus,MOBO_445388-ig800gg.jpg,https://ic.jimms.fi/product/8/1/445388-ig800gg.jpg,Intel b760,"Micro-atx (24,4 x 24,4 cm)",4 x ddr5 maks. 192gb
179,https://www.jimms.fi/fi/Product/Show/195861/b650m-d3hp/gigabyte-b650m-d3hp-matx-emolevy,139.9,B650m d3hp,Gigabyte,MOBO_461362-ig800gg.jpg,https://ic.jimms.fi/product/6/7/461362-ig800gg.jpg,Amd b650,"Micro atx (24,4 x 24,4 cm)",4 x ddr5 dimm maks. 192gb
180,https://www.jimms.fi/fi/Product/Show/185710/prime-z790-p-wifi-d4/asus-prime-z790-p-wifi-d4-atx-emolevy,283.9,Prime z790-p wifi d4,Asus,MOBO_405747-ig800gg.jpg,https://ic.jimms.fi/product/4/2/405747-ig800gg.jpg,Intel z790,"Atx (30,5 x 23,4 cm)",4 x ddr4 dimm maks. 128gb
181,https://www.jimms.fi/fi/Product/Show/185531/tuf-gaming-b650-plus-wifi/asus-tuf-gaming-b650-plus-wifi-atx-emolevy,239.9,Tuf gaming b650-plus wifi,Asus,MOBO_406931-ig800gg.jpg,https://ic.jimms.fi/product/3/8/406931-ig800gg.jpg,Amd b650,"Atx (30,5 x 24,4 cm)",4 x ddr5 dimm maks. 128gb
182,https://www.jimms.fi/fi/Product/Show/197069/prime-h610m-d/asus-prime-h610m-d-matx-emolevy,133,Prime h610m-d,Asus,MOBO_467541-ig800gg.jpg,https://ic.jimms.fi/product/4/8/467541-ig800gg.jpg,Intel h610,"Matx (23,4 x 20,3 cm)",2 x ddr5 maks. 96gb
183,https://www.jimms.fi/fi/Product/Show/176891/z690-ud-ddr4/gigabyte-z690-ud-ddr4-atx-emolevy,248.9,Z690 ud ddr4,Gigabyte,MOBO_359522-ig800gg.jpg,https://ic.jimms.fi/product/2/7/359522-ig800gg.jpg,Intel z690,"Atx (30,5 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
184,https://www.jimms.fi/fi/Product/Show/196174/prime-h610m-k-argb/asus-prime-h610m-k-argb-matx-emolevy,123.9,Prime h610m-k argb,Asus,MOBO_461978-ig800gg.jpg,https://ic.jimms.fi/product/7/1/461978-ig800gg.jpg,Intel h610,"Micro-atx (23,4 x 20,3 cm)",2 x ddr5 maks. 96gb
185,https://www.jimms.fi/fi/Product/Show/178046/tuf-gaming-b550m-plus-wifi-ii/asus-tuf-gaming-b550m-plus-wifi-ii-matx-emolevy,219.9,Tuf gaming b550m-plus wifi ii,Asus,MOBO_365700-ig800gg.jpg,https://ic.jimms.fi/product/0/9/365700-ig800gg.jpg,Amd b550,"Microatx (24,4 x 24,4 cm)",4 x ddr4 dimm maks. 128gb
