ID,Url,Price,Name,Manufacturer,Image,Image_Url,Capacity,Form_Factor,Interface,Cache,Flash,TBW
30,https://www.jimms.fi/fi/Product/Show/192946/sedc600m-1920g/kingston-1-92tb-dc600m-mixed-use-2-5-sata-enterprise-ssd-sata-iii-560-530-mb-s,185.9,"1.92tb dc600m (mixed-use) 2.5"" sata enterprise ssd",Kingston,STORAGE_443473-ig800gg.jpg,https://ic.jimms.fi/product/7/6/443473-ig800gg.jpg,1920 gb,"2.5""",Sata rev. 3.0 (6 gt/s) - takautuvasti yhteensopiva sata rev. 2.0 (3 gt/s) kanssa,,3d tlc,"3504 tbw, 1 dwpd (5 vuotta), 1,66 dwpd (3 vuotta)"
31,https://www.jimms.fi/fi/Product/Show/179820/ab400209/dell-ssd-m-2-pcie-nvme-class-40-2tb,336.9,Ssd m.2 pcie nvme class 40 - 2tb,Dell,STORAGE_373878-ig800gg.jpg,https://ic.jimms.fi/product/7/1/373878-ig800gg.jpg,2 tb,M.2 2280,Pci express (nvme),,,
32,https://www.jimms.fi/fi/Product/Show/192749/wdbbkw0010bbk-wrsn/western-digital-1tb-wd_black-sn850-nvme-ssd-levy-m-2-2280-pcie-gen4-x4-7000-5300-mb-s,233.9,1tb wd_black sn850,Western Digital,STORAGE_442732-ig800gg.jpg,https://ic.jimms.fi/product/3/7/442732-ig800gg.jpg,1tb,M.2 2280,1 x pci express 4.0 x4 (nvme),,,600 tb
33,https://www.jimms.fi/fi/Product/Show/173566/ts480gjdm520/transcend-480gb-jetdrive-520-ssd-paivityssarja-macille-sis-ssd,294.9,480gb jetdrive 520,Transcend,STORAGE_342502-ig800gg.jpg,https://ic.jimms.fi/product/0/7/342502-ig800gg.jpg,480 gb,M.2,Sata iii 6gb/s,,Mlc nand flash,
34,https://www.jimms.fi/fi/Product/Show/155300/ssdsc2kg960g801/intel-960gb-ssd-d3-s4610-series-2-5-sata-iii-3d-tlc-560-510-mb-s,436,960gb ssd d3-s4610 series,Intel,STORAGE_258635-ig800gg.jpg,https://ic.jimms.fi/product/3/4/258635-ig800gg.jpg,960 gb,"2.5"" 7mm",Sata 3.0 6gb/s,,3d nand tlc,6.0 pbw
35,https://www.jimms.fi/fi/Product/Show/191849/0f38459/western-digital-18tb-ultrastar-dc-hc550-sisainen-3-5-kiintolevy-sata-iii-7200-rpm-512mb,354.9,18tb ultrastar dc hc550,Western Digital,STORAGE_438523-ig800gg.jpg,https://ic.jimms.fi/product/2/6/438523-ig800gg.jpg,18 tt,"3.5""",Sata 6gb/s,512 mt,,
36,https://www.jimms.fi/fi/Product/Show/171412/ssdpeknu010tzx1/intel-1tb-ssd-670p-series-m-2-2280-pcie-3-0-x4-nvme-3500-2500-mb-s,158,1tb ssd 670p series,Intel,STORAGE_330906-ig800gg.jpg,https://ic.jimms.fi/product/0/3/330906-ig800gg.jpg,1 tb,M.2 22 x 80mm,"Pcie 3.0 x4, nvme",,,370 tbw
37,https://www.jimms.fi/fi/Product/Show/164663/wd161kryz/western-digital-16tb-wd-gold-hdd-3-5-sisainen-kiintolevy-sata-iii-7200-rpm-512mb,431.9,16tb wd gold hdd,Western Digital,STORAGE_296816-ig800gg.jpg,https://ic.jimms.fi/product/1/3/296816-ig800gg.jpg,16tb,"3.5""",Sata 6gb/s,512mb,,
38,https://www.jimms.fi/fi/Product/Show/185029/p04693-b21/hp-enterprise-300gb-sisainen-3-5-lff-kiintolevy-sas-12gb-s-15-000-rpm,395.9,"300gb sisäinen 3.5"" lff -kiintolevy",HP Enterprise,STORAGE_402182-ig800gg.jpg,https://ic.jimms.fi/product/8/7/402182-ig800gg.jpg,300 gb,"3.5"" lff",Sas 12gb/s,,"Hpe d3600, d3610; hpe nimble storage dhci large solution with hpe proliant dl380 gen10 (3.5""); hpe proliant dl380 gen10 (3.5""), dl380 gen10 all flash server for datera (3.5""), dl380 gen10 base (3.5""), dl380 gen10 entry (3.5""), dl380 gen10 entry smb (3.5""), dl380 gen10 for cohesity dataplatform (3.5""), dl380 gen10 for sap hana compute block (3.5""), dl380 gen10 high performance (3.5""), dl380 gen10 hybrid server for datera (3.5""), dl380 gen10 network choice (3.5""), dl380 gen10 network choice for ctera (3.5""), dl380 gen10 performance (3.5""), dl380 gen10 server for ctera (3.5""), dl380 gen10 smb (3.5""), dl380 gen10 smb networking choice (3.5""), dl380 gen10 solution (3.5"")",
39,https://www.jimms.fi/fi/Product/Show/174029/cssd-f4000gbmp600pro/corsair-4tb-mp600-pro-m-2-2280-ssd-levy-nvme-pcie-4-0-x4-7000-6850-mb-s,363.9,4tb mp600 pro,Corsair,STORAGE_344440-ig800gg.jpg,https://ic.jimms.fi/product/4/9/344440-ig800gg.jpg,4tb,M.2 2280,Pcie gen 4.0 x4,Yes,3d tlc,3000 tbw
40,https://www.jimms.fi/fi/Product/Show/132216/asu800ns38-256gt-c/a-data-256gb-ultimate-su800-ssd-levy-m-2-2280-560-520-mb-s,60.9,256gb ultimate su800,A-Data,STORAGE_176076-ig800gg.jpg,https://ic.jimms.fi/product/7/3/176076-ig800gg.jpg,256 gb,M.2 2280,Sata 6gb/s,"Dram cache, devsleep-tila, ldpc-virhekorjaus, smi-ohjain, intelligent slc caching",3d triple-level cell (tlc),
41,https://www.jimms.fi/fi/Product/Show/176625/skc3000d-2048g/kingston-2048gb-kc3000-pcie-4-0-nvme-ssd-levy-m-2-2280-3d-tlc-7000-7000-mb-s,143.9,2048gb kc3000 pcie 4.0 nvme,Kingston,STORAGE_358056-ig800gg.jpg,https://ic.jimms.fi/product/5/3/358056-ig800gg.jpg,2048gb,M.2 2280,Pcie 4.0 nvme,,3d tlc,"1,6 pbw"
42,https://www.jimms.fi/fi/Product/Show/153425/asx8200pnp-2tt-c/a-data-2tb-xpg-sx8200-pro-ssd-levy-m-2-2280-pcie-3-0-3d-tlc-3500-3000-mb-s,111.9,2tb xpg sx8200 pro,A-Data,STORAGE_251198-ig800gg.jpg,https://ic.jimms.fi/product/9/1/251198-ig800gg.jpg,2tb,M.2,"M.2 / m-key 2280 (pcie 3.0x4, nvme 1.3)",,3d tlc,1280 tb
43,https://www.jimms.fi/fi/Product/Show/133465/wd10purz/western-digital-1tb-wd-purple-sisainen-3-5-kiintolevy-sata-iii-5400-rpm-64mb,69.9,1tb wd purple,Western Digital,STORAGE_174859-ig800gg.jpg,https://ic.jimms.fi/product/5/0/174859-ig800gg.jpg,1tb,"3.5""",Sata 6gb/s,64mb,,
44,https://www.jimms.fi/fi/Product/Show/177278/ct2000p5pssd8/crucial-2tb-p5-plus-ssd-levy-m-2-2280-pcie-gen4-x4-6600-5000-mb-s,147.9,2tb p5 plus,Crucial,STORAGE_361758-ig800gg.jpg,https://ic.jimms.fi/product/5/1/361758-ig800gg.jpg,2tb,M.2 (2280),Nvme (pcie gen 4 x4),,,1200tb
45,https://www.jimms.fi/fi/Product/Show/158487/st1000lm049/seagate-1tb-barracuda-pro-2-5-sisainen-kiintolevy-sata-iii-7200-rpm-128mb,72.9,1tb barracuda pro,Seagate,STORAGE_272212-ig800gg.jpg,https://ic.jimms.fi/product/1/7/272212-ig800gg.jpg,1 tb,,Sata 6gb/s,128 mb,,
46,https://www.jimms.fi/fi/Product/Show/165418/mz-v8p1t0bw/samsung-1tb-980-pro-ssd-levy-m-2-2280-pcie-4-0-nvme-7000-5000-mb-s,91.9,1tb 980 pro,Samsung,STORAGE_300931-ig800gg.jpg,https://ic.jimms.fi/product/3/8/300931-ig800gg.jpg,1tb,M.2 (2280),"Pcie gen 4.0 x4, nvme 1.3c",Samsung 1gb low power ddr4 sdram,Samsung v-nand 3-bit mlc,5 vuotta tai 600 tbw
47,https://www.jimms.fi/fi/Product/Show/192482/ct1000t700ssd3/crucial-1tb-t700-pcie-gen5-nvme-ssd-m-2-2280-11-700-9500-mb-s,239.9,1tb t700 pcie gen5 nvme ssd,Crucial,STORAGE_441877-ig800gg.jpg,https://ic.jimms.fi/product/7/2/441877-ig800gg.jpg,1tb,M.2 (2280),"Pcie gen 5.0 x4, nvme 2.0",,,600 tb
48,https://www.jimms.fi/fi/Product/Show/163461/mz-77q8t0bw/samsung-8tb-870-qvo-2-5-ssd-levy-sata-iii-mlc-560-530-mb-s,452.9,8tb 870 qvo,Samsung,STORAGE_291654-ig800gg.jpg,https://ic.jimms.fi/product/5/5/291654-ig800gg.jpg,8tb,"2.5""",Sata 6 gbps,1gb lpddr4,Samsung v-nand 4-bit mlc (qlc),2880tb
49,https://www.jimms.fi/fi/Product/Show/124115/st1000vn002/seagate-1tb-ironwolf-3-5-sisainen-kiintolevy-sata-iii-5900rpm-64mb,88.9,1tb ironwolf,Seagate,STORAGE_148212-ig800gg.jpg,https://ic.jimms.fi/product/1/7/148212-ig800gg.jpg,1tb,"3.5""",Sata 6gb/s,64mb,,
50,https://www.jimms.fi/fi/Product/Show/184944/st18000ne000/seagate-18tb-ironwolf-pro-sisainen-3-5-kiintolevy-sata-iii-7200-rpm-256-mb,444.9,18tb ironwolf pro,Seagate,STORAGE_401734-ig800gg.jpg,https://ic.jimms.fi/product/3/5/401734-ig800gg.jpg,18tb,"3.5""",Sata 6gb/s,256 mb,,
51,https://www.jimms.fi/fi/Product/Show/196676/cssd-f1000gbmp600cmn/corsair-1tb-mp600-core-mini-ssd-levy-pcie-gen4-x4-nvme-1-4-m-2-2230-5000-3800-mb-s,114.9,1tb mp600 core mini,Corsair,STORAGE_465058-ig800gg.jpg,https://ic.jimms.fi/product/5/1/465058-ig800gg.jpg,1000 gt,M.2,,Ei (käyttää hmb:tä),3d qlc,250 tbw
52,https://www.jimms.fi/fi/Product/Show/189467/zp2000gv3a012/seagate-2tb-firecuda-520-m-2-2280-ssd-levy-pcie-gen4-x4-nvme-1-4-4850-4750-mb-s,163.9,2tb firecuda 520,Seagate,STORAGE_424744-ig800gg.jpg,https://ic.jimms.fi/product/4/5/424744-ig800gg.jpg,2tb,M.2 2280-s2,"Pcie gen4 x4, nvme 1.4",,3d tlc,1200 tb
53,https://www.jimms.fi/fi/Product/Show/158495/st4000nm000a/seagate-4tb-exos-7e8-3-5-sisainen-kiintolevy-sata-iii-7200-rpm-256mb,188.9,4tb exos 7e8,Seagate,STORAGE_272220-ig800gg.jpg,https://ic.jimms.fi/product/2/9/272220-ig800gg.jpg,4 tb,"3.5""",Sata 6gb/s,256 mb,,
54,https://www.jimms.fi/fi/Product/Show/186518/mtfddak3t8tga-1bc1zabyyr/micron-3-84tb-5400-pro-2-5-ssd-levy-sata-iii-540-520-mb-s,453.9,3.84tb 5400 pro,Micron,STORAGE_410314-ig800gg.jpg,https://ic.jimms.fi/product/1/5/410314-ig800gg.jpg,3.84 tt,"2.5""",Sata 6gb/s,,3d triple-level cell (tlc),
55,https://www.jimms.fi/fi/Product/Show/170804/wd10spzx/western-digital-1tb-wd-blue-pc-mobile-hard-drive-2-5-sisainen-kiintolevy-sata-iii-5400-rpm-128mb,69.9,1tb wd blue pc mobile hard drive,Western Digital,STORAGE_327468-ig800gg.jpg,https://ic.jimms.fi/product/6/1/327468-ig800gg.jpg,1 tb,"2.5""",Sata 6gb/s,128 mt,,
56,https://www.jimms.fi/fi/Product/Show/186083/cssd-f2000gbmp600gs/corsair-2tb-mp600-gs-gen4-pcie-x4-m-2-2280-nvme-ssd-levy-4800-4500-mb-s,130.9,2tb mp600 gs,Corsair,STORAGE_407958-ig800gg.jpg,https://ic.jimms.fi/product/5/1/407958-ig800gg.jpg,2000 gt,M.2,,Ei (käyttää hmb:tä),3d tlc,1200 tbw
57,https://www.jimms.fi/fi/Product/Show/193818/wdbbyv0040bnc-wrsn/western-digital-4tb-wd_black-sn850p-nvme-ssd-levy-m-2-2280-pcie-gen4-x4-7300-6600-mb-s,527.9,4tb wd_black sn850p,Western Digital,STORAGE_449871-ig800gg.jpg,https://ic.jimms.fi/product/7/8/449871-ig800gg.jpg,4tb,M.2 2280,1 x pci express 4.0 x4 (nvme),,,2400 tb
58,https://www.jimms.fi/fi/Product/Show/149977/sedc500r-480g/kingston-480gb-data-centre-dc500r-enterprise-2-5-ssd-levy-sata-iii-555-500-mb-s,97.9,480gb data centre dc500r enterprise,Kingston,STORAGE_236221-ig800gg.jpg,https://ic.jimms.fi/product/2/8/236221-ig800gg.jpg,480gb,"2.5""",Sata rev. 3.0 (6gb/s) - taaksepäin yhteensopiva sata rev. 2.0 (3gb/s),,3d tlc,438 tbw (0.5 dwpd)
59,https://www.jimms.fi/fi/Product/Show/169402/ts1tmts830s/transcend-1tb-m-2-ssd-830s-m-2-ssd-levy-sata-iii-560-500-mb-s,82.9,1tb m.2 ssd 830s,Transcend,STORAGE_320984-ig800gg.jpg,https://ic.jimms.fi/product/8/5/320984-ig800gg.jpg,1 tb,2280-d2-b-m (double-sided),Sata iii 6gb/s,Trim & ncq command; s.m.a.r.t.; ddr3 dram cache; adavanced garbage collection; raid engine; ldpc coding,3d nand flash,560 tbw
60,https://www.jimms.fi/fi/Product/Show/193825/hdwr31euzsva/toshiba-14tb-x300-performance-3-5-sisainen-kiintolevy-sata-iii-7200rpm-512mb-bulk,332.9,14tb x300 performance,Toshiba,STORAGE_448301-ig800gg.jpg,https://ic.jimms.fi/product/0/8/448301-ig800gg.jpg,14 tt,"3.5""",Sata 6gb/s,512 mt,,
61,https://www.jimms.fi/fi/Product/Show/123742/asu800ss-256gt-c/a-data-256gb-ultimate-su800-ssd-levy-3d-nand-2-5-sata-iii-560-520-mb-s,35.9,256gb ultimate su800,A-Data,STORAGE_147201-ig800gg.jpg,https://ic.jimms.fi/product/0/8/147201-ig800gg.jpg,,"2.5""",Sata 6gb/s,,3d tlc,
62,https://www.jimms.fi/fi/Product/Show/174909/cssd-f4000gbmp600pxt/corsair-4tb-mp600-pro-xt-gen4-pcie-x4-nvme-m-2-ssd-levy-m-2-2280-3d-tlc-7100-6800-mb-s,387.9,4tb mp600 pro xt gen4 pcie x4 nvme m.2,Corsair,STORAGE_348989-ig800gg.jpg,https://ic.jimms.fi/product/8/0/348989-ig800gg.jpg,4tb,M.2 2280,Pcie gen 4.0 x4,Yes,3d tlc,3000 tbw
63,https://www.jimms.fi/fi/Product/Show/185218/st20000nm007d/seagate-20tb-exos-x20-sisainen-3-5-kiintolevy-sata-iii-7200-rpm-256mb,378.9,20tb exos x20,Seagate,STORAGE_403159-ig800gg.jpg,https://ic.jimms.fi/product/5/0/403159-ig800gg.jpg,20 tb,"3.5""",Sata 6gb/s,256 mt,,
64,https://www.jimms.fi/fi/Product/Show/133671/wds200t2b0b/western-digital-2tb-wd-blue-3d-ssd-levy-m-2-2280-560-530-mb-s,161.9,2tb wd blue 3d ssd -levy,Western Digital,STORAGE_175537-ig800gg.jpg,https://ic.jimms.fi/product/3/2/175537-ig800gg.jpg,2tb,M.2 2280,Sata iii 6gb/s,,,500 tbw
65,https://www.jimms.fi/fi/Product/Show/184617/asu630ss-240gq-r/a-data-240gb-ultimate-su630-ssd-levy-3d-nand-2-5-sata-iii-520-450-mb-s,21.9,240gb ultimate su630,A-Data,STORAGE_399887-ig800gg.jpg,https://ic.jimms.fi/product/8/2/399887-ig800gg.jpg,240gb,"2.5""",Sata 6gb/s,,3d qlc,
66,https://www.jimms.fi/fi/Product/Show/184502/snv2s-2000g/kingston-2tb-nv2-pcie-4-0-nvme-ssd-levy-m-2-2280-3500-2800-mb-s,129.9,2tb nv2 pcie 4.0 nvme,Kingston,STORAGE_399471-ig800gg.jpg,https://ic.jimms.fi/product/7/8/399471-ig800gg.jpg,2tb,M.2,,,,640 tt
67,https://www.jimms.fi/fi/Product/Show/160303/hdwd240uzsva/toshiba-4tb-p300-3-5-sisainen-kiintolevy-sata-iii-5400rpm-128mb-bulk,88.9,4tb p300,Toshiba,STORAGE_274903-ig800gg.jpg,https://ic.jimms.fi/product/0/6/274903-ig800gg.jpg,4tb,"3.5""",Sata 6.0 gbit/s,128mb,,
68,https://www.jimms.fi/fi/Product/Show/190506/sp001tbss3a55s25/silicon-power-1tb-ace-a55-2-5-ssd-levy-sata-iii-500-450-mb-s,64.9,1tb ace a55,Silicon Power,STORAGE_430153-ig800gg.jpg,https://ic.jimms.fi/product/5/6/430153-ig800gg.jpg,1 tb,"2.5""",Sata iii,,,
69,https://www.jimms.fi/fi/Product/Show/179721/wds200t3g0c/western-digital-2tb-wd-green-sn350-nvme-ssd-levy-m-2-2280-pcie-3-0-x4-3200-3000-mb-s,99.9,2tb wd green sn350 nvme ssd -levy,Western Digital,STORAGE_373569-ig800gg.jpg,https://ic.jimms.fi/product/6/0/373569-ig800gg.jpg,2 tb,M.2 2280,Pci express 3.0 x4 (nvme),,Nelitasoinen solu (qlc),100 tb
70,https://www.jimms.fi/fi/Product/Show/194786/ts512gmte300s/transcend-512gb-300s-ssd-levy-pcie-gen3-x4-nvme-m-2-2230-2000-1100-mb-s,61.9,512gb 300s,Transcend,STORAGE_454344-ig800gg.jpg,https://ic.jimms.fi/product/4/5/454344-ig800gg.jpg,516 gb,2230 (single-sided),Nvme pcie gen3 x4,,3d nand flash,200 tbw
71,https://www.jimms.fi/fi/Product/Show/190767/ssdpfknu512gzx1/solidigm-512gb-p41-plus-ssd-levy-pcie-4-0-x4-nvme-m-2-2280-3500-1625-mb-s,49.9,512gb p41 plus,Solidigm,STORAGE_431759-ig800gg.jpg,https://ic.jimms.fi/product/5/0/431759-ig800gg.jpg,512 gb,M.2 2280,"Pcie 4.0 x4, nvme",,144l 3d nand,200 tbw
72,https://www.jimms.fi/fi/Product/Show/192947/sedc600m-3840g/kingston-3-84tb-dc600m-mixed-use-2-5-sata-enterprise-ssd-sata-iii-560-530-mb-s,325.9,"3.84tb dc600m (mixed-use) 2.5"" sata enterprise ssd",Kingston,STORAGE_443476-ig800gg.jpg,https://ic.jimms.fi/product/7/3/443476-ig800gg.jpg,3840 gb,"2.5""",Sata rev. 3.0 (6 gt/s) - takautuvasti yhteensopiva sata rev. 2.0 (3 gt/s) kanssa,,3d tlc,"7008 tbw, 1 dwpd (5 vuotta), 1,66 dwpd (3 vuotta)"
73,https://www.jimms.fi/fi/Product/Show/190768/ssdpfknu010tzx1/solidigm-1tb-p41-plus-ssd-levy-pcie-4-0-x4-nvme-m-2-2280-4125-2950-mb-s,67.9,1tb p41 plus,Solidigm,STORAGE_431765-ig800gg.jpg,https://ic.jimms.fi/product/6/4/431765-ig800gg.jpg,1 tb,M.2 2280,"Pcie 4.0 x4, nvme",,144l 3d nand,400 tbw
74,https://www.jimms.fi/fi/Product/Show/187597/wds500g3x0e/western-digital-500gb-wd_black-sn770-nvme-ssd-levy-m-2-2280-pcie-4-0-x4-5000-4000-mb-s,74.9,500gb wd_black sn770 nvme ssd -levy,Western Digital,STORAGE_416339-ig800gg.jpg,https://ic.jimms.fi/product/3/0/416339-ig800gg.jpg,500 gb,M.2 2280,Pcie 4.0 x4 (nvme),,,300 tb
75,https://www.jimms.fi/fi/Product/Show/179725/wds500g1r0c/western-digital-500gb-wd-red-sn700-nvme-ssd-levy-m-2-2280-pcie-3-0-x4-3430-2600-mb-s,61.9,500gb wd red sn700 nvme ssd -levy,Western Digital,STORAGE_373584-ig800gg.jpg,https://ic.jimms.fi/product/8/5/373584-ig800gg.jpg,500 gb,M.2 2280,Pci express 3.0 x4 (nvme),,,1000 tb
76,https://www.jimms.fi/fi/Product/Show/158521/st4000nm003a/seagate-4tb-exos-7e8-3-5-sisainen-kiintolevy-sas-12gb-s-7200-rpm-256mb,260.9,4tb exos 7e8,Seagate,STORAGE_272249-ig800gg.jpg,https://ic.jimms.fi/product/4/0/272249-ig800gg.jpg,4 tb,"3.5""",Sas 12gb/s,256 mb,,
77,https://www.jimms.fi/fi/Product/Show/171837/ts240gjdm820/transcend-240gb-jetdrive-820-ssd-paivityssarja-macille-sis-ssd,135.9,240gb jetdrive 820,Transcend,STORAGE_333521-ig800gg.jpg,https://ic.jimms.fi/product/2/8/333521-ig800gg.jpg,240gb,M.2,Ahci pcie gen3 x4,,3d nand flash,
78,https://www.jimms.fi/fi/Product/Show/169391/ts256gmte220s/transcend-256gb-pcie-ssd-220s-m-2-ssd-levy-nvme-pcie-gen3-x4-3300-1100-mb-s,47.9,256gb pcie ssd 220s,Transcend,STORAGE_320973-ig800gg.jpg,https://ic.jimms.fi/product/7/6/320973-ig800gg.jpg,256 gb,2280-d2-m (double-sided),Nvme pcie gen3 x4,S.m.a.r.t.; adavanced garbage collection; raid engine; ldpc coding; dram cache,3d nand flash,550 tbw
79,https://www.jimms.fi/fi/Product/Show/172553/ts1tssd230s/transcend-1tb-ssd230s-2-5-ssd-levy-sata-iii-560-500-mb-s,83.9,1tb ssd230s,Transcend,STORAGE_337441-ig800gg.jpg,https://ic.jimms.fi/product/4/8/337441-ig800gg.jpg,1 tb,"2.5""",,Trim & ncq command    ; s.m.a.r.t.    ; ddr3 dram cache    ; advanced garbage collection    ; devsleep mode    ; raid engine    ; ldpc coding,3d nand flash,560 tbw
80,https://www.jimms.fi/fi/Product/Show/193827/hdwr51juzsva/toshiba-18tb-x300-performance-3-5-sisainen-kiintolevy-sata-iii-7200rpm-512mb-bulk,631.9,18tb x300 performance,Toshiba,STORAGE_448303-ig800gg.jpg,https://ic.jimms.fi/product/0/6/448303-ig800gg.jpg,18 tt,"3.5""",Sata 6gb/s,512 mt,,
81,https://www.jimms.fi/fi/Product/Show/191296/cssd-f4000gbmp600cxt/corsair-4tb-mp600-core-xt-gen4-pcie-x4-nvme-m-2-ssd-levy-m-2-2280-5000-4400-mb-s,249.9,4tb mp600 core xt gen4 pcie x4 nvme m.2 ssd -levy,Corsair,STORAGE_434652-ig800gg.jpg,https://ic.jimms.fi/product/5/7/434652-ig800gg.jpg,4 tb,"M.2 2280 key m, yksipuolinen",Pcie gen 4.0 x4,Ei (hyödyntää hmb),3d qlc,900 tbw
82,https://www.jimms.fi/fi/Product/Show/190525/wds200t2xhe/western-digital-2tb-wd_black-sn850x-nvme-ssd-with-heatsink-m-2-2280-pcie-gen4-x4-7300-6600-mb-s,179.9,2tb wd_black sn850x nvme ssd with heatsink,Western Digital,STORAGE_430257-ig800gg.jpg,https://ic.jimms.fi/product/5/2/430257-ig800gg.jpg,2 tb,M.2 2280,Pcie gen4 x4,,,1200 tbw
83,https://www.jimms.fi/fi/Product/Show/148625/wd6003ffbx/western-digital-6tb-wd-red-pro-3-5-sisainen-kiintolevy-sata-iii-7200-rpm-256mb,246.9,6tb wd red pro,Western Digital,STORAGE_229964-ig800gg.jpg,https://ic.jimms.fi/product/6/5/229964-ig800gg.jpg,6 tb,"3.5""",Sata 6gb/s,256 mb,,
84,https://www.jimms.fi/fi/Product/Show/160609/wd141kfgx/western-digital-14tb-wd141kfgx-red-pro-3-5-sisainen-kiintolevy-sata-iii-7200rpm-512mb,458.9,14tb wd141kfgx red pro,Western Digital,STORAGE_276623-ig800gg.jpg,https://ic.jimms.fi/product/2/6/276623-ig800gg.jpg,14 tb,"3.5""",Sata 6gb/s,512 mb,,
85,https://www.jimms.fi/fi/Product/Show/158509/st8000vn004/seagate-8tb-ironwolf-3-5-sisainen-nas-kiintolevy-sata-iii-7200-rpm-256mb,229.9,8tb ironwolf,Seagate,STORAGE_272237-ig800gg.jpg,https://ic.jimms.fi/product/3/2/272237-ig800gg.jpg,8 tb,"3.5""",Sata 6gb/s,256 mb,,
86,https://www.jimms.fi/fi/Product/Show/163458/mz-77q1t0bw/samsung-1tb-870-qvo-2-5-ssd-levy-sata-iii-560-530-mb-s,73.9,1tb 870 qvo,Samsung,STORAGE_291645-ig800gg.jpg,https://ic.jimms.fi/product/4/4/291645-ig800gg.jpg,1tb,"2.5""",Sata 6 gbps,1gb lpddr4,Samsung v-nand 4-bit mlc (qlc),360tb
87,https://www.jimms.fi/fi/Product/Show/171368/skc600ms-512g/kingston-512gb-kc600-msata-ssd-levy-sata-iii-3d-tlc-550-520-mb-s,58.9,512gb kc600,Kingston,STORAGE_330695-ig800gg.jpg,https://ic.jimms.fi/product/9/4/330695-ig800gg.jpg,512gb,Msata,Sata rev. 3.0 (6 gb/s) - taaksepäin yhteensopiva sata rev. 2.0 (3 gb/s),,3d tlc,300tb
88,https://www.jimms.fi/fi/Product/Show/184500/snv2s-500g/kingston-500gb-nv2-pcie-4-0-nvme-ssd-levy-m-2-2280-3500-2100-mb-s,41.9,500gb nv2 pcie 4.0 nvme,Kingston,STORAGE_399465-ig800gg.jpg,https://ic.jimms.fi/product/6/4/399465-ig800gg.jpg,500gb,M.2,,,,160 tt
89,https://www.jimms.fi/fi/Product/Show/184947/st4000nt001/seagate-4tb-ironwolf-pro-sisainen-3-5-kiintolevy-sata-iii-7200-rpm-256-mb,182.9,4tb ironwolf pro,Seagate,STORAGE_402009-ig800gg.jpg,https://ic.jimms.fi/product/0/0/402009-ig800gg.jpg,4tb,"3.5""",Sata 6gb/s,256 mb,,
90,https://www.jimms.fi/fi/Product/Show/190772/ssdpfkkw020x7x1/solidigm-2tb-p44-pro-ssd-levy-pcie-4-0-x4-nvme-m-2-2280-7000-6500-mb-s,268.9,2tb p44 pro,Solidigm,STORAGE_431788-ig800gg.jpg,https://ic.jimms.fi/product/8/1/431788-ig800gg.jpg,2 tb,M.2 2280,"Pcie 4.0 x4, nvme",,176l 3d nand,1200 tbw
91,https://www.jimms.fi/fi/Product/Show/155315/ssdpe2ke064t801/intel-6-4tb-ssd-dc-p4610-series-2-5-pcie-3-1-x4-nvme-3d-tlc-3200-3200-mb-s,2517,6.4tb ssd dc p4610 series,Intel,STORAGE_258650-ig800gg.jpg,https://ic.jimms.fi/product/5/9/258650-ig800gg.jpg,6.4 tb,U.2 15mm,Pcie nvme 3.1 x4,,64-layer 3d tlc nand,36.54 pbw
92,https://www.jimms.fi/fi/Product/Show/141200/ssdped1k750ga01/intel-750gb-p4800x-ssd-hhhl-pcie-3-0-x4-nvme-2500-2200-mb-s,3243,750gb p4800x ssd,Intel,STORAGE_201344-ig800gg.jpg,https://ic.jimms.fi/product/4/5/201344-ig800gg.jpg,750gb,Hhhl (cem3.0),"Pcie 3.0 x4, nvme",,,41 pbw
93,https://www.jimms.fi/fi/Product/Show/179702/wd6003fryz/western-digital-6tb-wd-gold-sisainen-3-5-kiintolevy-sata-iii-7200-rpm-256mb,243.9,6tb wd gold,Western Digital,STORAGE_373526-ig800gg.jpg,https://ic.jimms.fi/product/2/3/373526-ig800gg.jpg,6 tb,"3.5""",Sata 6gb/s,256 mt,,
94,https://www.jimms.fi/fi/Product/Show/128365/ts256gssd230s/transcend-256gb-ssd230s-2-5-ssd-levy-sata-iii-560-520-mb-s,34.9,256gb ssd230s,Transcend,STORAGE_160718-ig800gg.jpg,https://ic.jimms.fi/product/1/1/160718-ig800gg.jpg,,"2.5""",Sata iii (6gb/s),,3d nand tlc flash,
95,https://www.jimms.fi/fi/Product/Show/128361/ts480gssd220s/transcend-480gb-ssd220s-2-5-ssd-levy-sata-iii-550-450-mb-s,44.9,480gb ssd220s,Transcend,STORAGE_160710-ig800gg.jpg,https://ic.jimms.fi/product/1/9/160710-ig800gg.jpg,,"2.5""",Sata iii (6gb/s),,Tlc nand flash,
96,https://www.jimms.fi/fi/Product/Show/184945/st20000ne000/seagate-20tb-ironwolf-pro-sisainen-3-5-kiintolevy-sata-iii-7200-rpm-256-mb,529.9,20tb ironwolf pro,Seagate,STORAGE_402006-ig800gg.jpg,https://ic.jimms.fi/product/0/3/402006-ig800gg.jpg,20tb,"3.5""",Sata 6gb/s,256 mb,,
