ID,Url,Price,Name,Manufacturer,Image,Image_Url,Type,Amount,Speed,Latency
1,https://www.jimms.fi/fi/Product/Show/184849/kf560c36bbek2-32/kingston-32gb-2-x-16gb-fury-beast-ddr5-6000mhz-cl36-1-35v-musta,144.9,32gb (2 x 16gb) fury beast ddr5,Kingston,RAM_402880-ig800gg.jpg,https://ic.jimms.fi/product/8/9/402880-ig800gg.jpg,Ddr5,32gb (2 x 16gb),6000 mt/s,Cl36
2,https://www.jimms.fi/fi/Product/Show/195778/cmk32gx5m2b5600c40/corsair-32gb-2-x-16gb-vengeance-ddr5-5600mhz-cl40-1-25v-musta-harmaa,119.9,32gb (2 x 16gb) vengeance,Corsair,RAM_459714-ig800gg.jpg,https://ic.jimms.fi/product/1/5/459714-ig800gg.jpg,Ddr5,32gb (2 x 16gb),Ddr5-5600,40-40-40-77
3,https://www.jimms.fi/fi/Product/Show/196045/cmk32gx5m2b5600z40/corsair-32gb-2-x-16gb-vengeance-ddr5-5600mhz-cl40-1-25v-harmaa,114.9,32gb (2 x 16gb) vengeance,Corsair,RAM_461567-ig800gg.jpg,https://ic.jimms.fi/product/6/2/461567-ig800gg.jpg,Ddr5,32gb (2 x 16gb),Ddr5-5600,40-40-40-77
4,https://www.jimms.fi/fi/Product/Show/178285/kf556c40bbk2-32/kingston-32gb-2-x-16gb-fury-beast-ddr5-5600mhz-cl40-1-25v-musta,139.9,32gb (2 x 16gb) fury beast,Kingston,RAM_366793-ig800gg.jpg,https://ic.jimms.fi/product/9/6/366793-ig800gg.jpg,Ddr5,32gb (2 x 16gb),5600 mhz,Cl40
5,https://www.jimms.fi/fi/Product/Show/136315/cmsx16gx4m1a2400c16/corsair-16gb-1-x-16gb-vengeance-performance-ddr4-2400mhz-so-dimm-cl16-1-2v,50.9,16gb (1 x 16gb) vengeance performance,Corsair,RAM_183418-ig800gg.jpg,https://ic.jimms.fi/product/1/1/183418-ig800gg.jpg,Ddr4 so-dimm 260-pin,,2400mhz,16-16-16-39
6,https://www.jimms.fi/fi/Product/Show/173923/kf436c18rbk2-64/kingston-64gb-2-x-32gb-fury-renegade-ddr4-3600mhz-cl18-1-35v-musta,190.9,64gb (2 x 32gb) fury renegade,Kingston,RAM_344167-ig800gg.jpg,https://ic.jimms.fi/product/6/2/344167-ig800gg.jpg,Ddr4,64gb (2 x 32gb),3600mhz,Cl18 (18-22-22)
7,https://www.jimms.fi/fi/Product/Show/173824/kf436c18bbk2-32/kingston-32gb-2-x-16gb-fury-beast-ddr4-3600mhz-cl18-1-35v-musta,97.9,32gb (2 x 16gb) fury beast,Kingston,RAM_343896-ig800gg.jpg,https://ic.jimms.fi/product/9/3/343896-ig800gg.jpg,Ddr4,32gb (2 x 16gb),3600mhz,Cl18 (18-22-22)
8,https://www.jimms.fi/fi/Product/Show/184848/kf560c36bbe-16/kingston-16gb-1-x-16gb-fury-beast-ddr5-6000mhz-cl36-1-35v-musta,78.9,16gb (1 x 16gb) fury beast ddr5,Kingston,RAM_402868-ig800gg.jpg,https://ic.jimms.fi/product/6/1/402868-ig800gg.jpg,Ddr5,16gb (1 x 16gb),6000 mt/s,Cl36
9,https://www.jimms.fi/fi/Product/Show/186075/cmh32gx5m2b5600z36k/corsair-32gb-2-x-16gb-vengeance-rgb-ddr5-5600mhz-cl36-1-25v-harmaa,144.9,32gb (2 x 16gb) vengeance rgb,Corsair,RAM_407902-ig800gg.jpg,https://ic.jimms.fi/product/0/7/407902-ig800gg.jpg,Ddr5,32gb (2 x 16gb),Ddr5-5600,36-36-36-76
10,https://www.jimms.fi/fi/Product/Show/190303/cmk96gx5m2b5200c38/corsair-96gb-2-x-48gb-vengeance-ddr5-5200mhz-cl38-1-25v-musta-harmaa,338.9,96gb (2 x 48gb) vengeance,Corsair,RAM_429104-ig800gg.jpg,https://ic.jimms.fi/product/0/5/429104-ig800gg.jpg,Ddr5,96gb (2 x 48gb),Ddr5-5200,38-38-38-84
11,https://www.jimms.fi/fi/Product/Show/182280/cmk32gx5m2b6000c36/corsair-32gb-2-x-16gb-vengeance-ddr5-6000mhz-cl36-1-25v-musta-harmaa,145.9,32gb (2 x 16gb) vengeance,Corsair,RAM_387737-ig800gg.jpg,https://ic.jimms.fi/product/3/2/387737-ig800gg.jpg,Ddr5,32gb (2 x 16gb),Ddr5-6000,36-38-38-76
12,https://www.jimms.fi/fi/Product/Show/173874/kf436c18bbak2-32/kingston-32gb-2-x-16gb-fury-beast-rgb-ddr4-3600mhz-cl18-1-35v-musta,113.9,32gb (2 x 16gb) fury beast rgb,Kingston,RAM_344029-ig800gg.jpg,https://ic.jimms.fi/product/2/0/344029-ig800gg.jpg,Ddr4,32gb (2 x 16gb),3600mhz,Cl18 (18-22-22)
13,https://www.jimms.fi/fi/Product/Show/72397/cmv8gx3m2a1333c9/corsair-2x4gb-ddr3-1333mhz,55.9,2x4gb,Corsair,RAM_64969-ig800gg.jpg,https://ic.jimms.fi/product/6/0/64969-ig800gg.jpg,Ddr3,,1333mhz,
14,https://www.jimms.fi/fi/Product/Show/119921/kcp316ss8-4/kingston-4gb-1-x-4gb-ddr3-1600mhz-so-dimm-cl11-1-5v,29.9,4gb (1 x 4gb) ddr3 1600mhz so-dimm,Kingston,RAM_137643-ig800gg.jpg,https://ic.jimms.fi/product/4/6/137643-ig800gg.jpg,Ddr3 sdram,,1600 mhz (pc3-12800),
15,https://www.jimms.fi/fi/Product/Show/77488/cmz16gx3m2a1600c10/corsair-16gb-2x8gb-1600mhz-vengeance-cl10,94.9,16gb (2x8gb) 1600mhz vengeance,Corsair,RAM_74099-ig800gg.jpg,https://ic.jimms.fi/product/9/0/74099-ig800gg.jpg,Ddr3,,,
16,https://www.jimms.fi/fi/Product/Show/167670/f4-3600c16d-64gvk/g-skill-64gb-2-x-32gb-ripjaws-v-ddr4-3600mhz-cl16-1-45v-musta,260.9,64gb (2 x 32gb) ripjaws v,G.Skill,RAM_312182-ig800gg.jpg,https://ic.jimms.fi/product/8/7/312182-ig800gg.jpg,Ddr4,64gb (2 x 32gb),3600 mhz,16-22-22-42
17,https://www.jimms.fi/fi/Product/Show/80527/cmv4gx3m1a1600c11/corsair-4gb-1-x-4gb-ddr3-1600mhz-cl11,33.9,4gb (1 x 4gb),Corsair,RAM_79029-ig800gg.jpg,https://ic.jimms.fi/product/2/0/79029-ig800gg.jpg,Ddr3,,,
18,https://www.jimms.fi/fi/Product/Show/195864/cmk32gx5m2e6000c36w/corsair-32gb-2-x-16gb-vengeance-ddr5-6000mhz-cl36-1-40v-valkoinen-harmaa,136.9,32gb (2 x 16gb) vengeance,Corsair,RAM_460163-ig800gg.jpg,https://ic.jimms.fi/product/6/6/460163-ig800gg.jpg,Ddr5,32gb (2 x 16gb),Ddr5-6000,36-44-44-96
19,https://www.jimms.fi/fi/Product/Show/168413/cmk16gx4m2d3600c16/corsair-16gb-2-x-8gb-vengeance-lpx-ddr4-3600mhz-cl16-1-35v-musta,62.9,16gb (2 x 8gb) vengeance lpx,Corsair,RAM_316042-ig800gg.jpg,https://ic.jimms.fi/product/4/7/316042-ig800gg.jpg,Ddr4,16gb (2 x 8gb),3600 mhz (pc4-28800),16-19-19-36
20,https://www.jimms.fi/fi/Product/Show/174711/cmn32gx4m2z4000c18/corsair-32gb-2-x-16gb-vengeance-rgb-rt-ddr4-4000mhz-cl18-1-35v-musta,140.9,32gb (2 x 16gb) vengeance rgb rt,Corsair,RAM_348058-ig800gg.jpg,https://ic.jimms.fi/product/5/1/348058-ig800gg.jpg,Ddr4,32gb (2 x 16gb),4000mhz (pc4-32000),
21,https://www.jimms.fi/fi/Product/Show/174031/cmh64gx4m4e3200c16w/corsair-64gb-4-x-16gb-vengeance-rgb-pro-sl-ddr4-3200mhz-cl16-1-35v-valkoinen,193.9,64gb (4 x 16gb) vengeance rgb pro sl,Corsair,RAM_344445-ig800gg.jpg,https://ic.jimms.fi/product/4/4/344445-ig800gg.jpg,Ddr4,64gb (4 x 16gb),3200mhz (pc4-25600),16-20-20-38
22,https://www.jimms.fi/fi/Product/Show/191743/cmh64gx5m2b6400c32/corsair-64gb-2-x-32gb-vengeance-rgb-ddr5-6400mhz-cl32-1-40v-musta-harmaa,310.9,64gb (2 x 32gb) vengeance rgb,Corsair,RAM_437996-ig800gg.jpg,https://ic.jimms.fi/product/9/3/437996-ig800gg.jpg,Ddr5,64gb (2 x 32gb),Ddr5-6400,32-40-40-84
23,https://www.jimms.fi/fi/Product/Show/183264/cmg16gx4m1d3600c18/corsair-16gb-1-x-16gb-vengeance-rgb-rs-ddr4-3600mhz-cl18-1-35v-musta,57.9,16gb (1 x 16gb) vengeance rgb rs,Corsair,RAM_393302-ig800gg.jpg,https://ic.jimms.fi/product/0/7/393302-ig800gg.jpg,Ddr4,16gb (1 x 16gb),3600mhz (pc4-28800),
24,https://www.jimms.fi/fi/Product/Show/147607/f4-4600c18d-16gtrg/g-skill-16gb-2-x-8gb-trident-z-royal-ddr4-4600mhz-cl18-1-45v-kulta,240.9,16gb (2 x 8gb) trident z royal,G.Skill,RAM_226387-ig800gg.jpg,https://ic.jimms.fi/product/8/2/226387-ig800gg.jpg,Ddr4,16gb (2 x 8gb),4600 mhz,18-22-22-42
25,https://www.jimms.fi/fi/Product/Show/176339/cmh64gx4m2e3200c16/corsair-64gb-2-x-32gb-vengeance-rgb-pro-sl-ddr4-3200mhz-cl16-1-35v-musta,172.9,64gb (2 x 32gb) vengeance rgb pro sl,Corsair,RAM_356132-ig800gg.jpg,https://ic.jimms.fi/product/3/7/356132-ig800gg.jpg,Ddr4,64gb (2 x 32gb),3200 mhz (pc4-25600),16-20-20-38
26,https://www.jimms.fi/fi/Product/Show/188244/tlzgd416g3200hc16cdc01/team-group-16gb-2-x-8gb-t-force-vulcan-z-ddr4-3200mhz-cl16-1-35v-harmaa,50.9,16gb (2 x 8gb) t-force vulcan z,Team Group,RAM_419444-ig800gg.jpg,https://ic.jimms.fi/product/4/5/419444-ig800gg.jpg,Ddr4 288 pin non-ecc unbuffered dimm,16gb,3200,Cl16-18-18-38
27,https://www.jimms.fi/fi/Product/Show/174717/cmn64gx4m2z3200c16/corsair-64gb-2-x-32gb-vengeance-rgb-rt-ddr4-3200mhz-cl16-1-35v-musta,175.9,64gb (2 x 32gb) vengeance rgb rt,Corsair,RAM_348070-ig800gg.jpg,https://ic.jimms.fi/product/7/9/348070-ig800gg.jpg,Ddr4,64gb (2 x 32gb),3200mhz (pc4-25600),
28,https://www.jimms.fi/fi/Product/Show/174751/f4-3600c16d-64gtzn/g-skill-64gb-2-x-32gb-trident-z-neo-ddr4-3600mhz-cl16-1-45v-musta-hopea,278.9,64gb (2 x 32gb) trident z neo,G.Skill,RAM_348192-ig800gg.jpg,https://ic.jimms.fi/product/9/7/348192-ig800gg.jpg,Ddr4,64gb (2 x 32gb),3600 mhz,16-22-22-42
29,https://www.jimms.fi/fi/Product/Show/194980/cmk32gx5m2x6200c32/corsair-32gb-2-x-16gb-vengeance-ddr5-6200mhz-cl32-1-40v-musta-harmaa,150.9,32gb (2 x 16gb) vengeance,Corsair,RAM_455288-ig800gg.jpg,https://ic.jimms.fi/product/8/1/455288-ig800gg.jpg,Ddr5,32gb (2 x 16gb),Ddr5-6200,32-38-38-80
30,https://www.jimms.fi/fi/Product/Show/165631/kcp432ss6-8/kingston-8gb-1-x-8gb-ddr4-3200mhz-so-dimm-cl22-1-20v,29.9,8gb (1 x 8gb) ddr4 3200mhz,Kingston,RAM_301886-ig800gg.jpg,https://ic.jimms.fi/product/8/3/301886-ig800gg.jpg,Ddr4 sdram,8 gb,3200 mhz (pc4-25600),
31,https://www.jimms.fi/fi/Product/Show/151526/f4-3200c16d-16gsxwb/g-skill-16gb-2-x-8gb-sniper-x-ddr4-3200mhz-cl16-1-35v-musta-urban-camo,65.9,16gb (2 x 8gb) sniper x,G.Skill,RAM_243040-ig800gg.jpg,https://ic.jimms.fi/product/4/9/243040-ig800gg.jpg,Ddr4,16gb (2 x 8gb),3200 mhz,16-18-18-38
32,https://www.jimms.fi/fi/Product/Show/184851/kf552c36bbeak2-32/kingston-32gb-2-x-16gb-fury-beast-ddr5-rgb-5200mhz-cl40-1-25v-musta,151.9,32gb (2 x 16gb) fury beast ddr5 rgb,Kingston,RAM_402839-ig800gg.jpg,https://ic.jimms.fi/product/3/0/402839-ig800gg.jpg,Ddr5,32gb (2 x 16gb),5200 mt/s,Cl40
33,https://www.jimms.fi/fi/Product/Show/184852/kf556c36bbea-16/kingston-16gb-1-x-16gb-fury-beast-ddr5-rgb-5600mhz-cl36-1-25v-musta,83.9,16gb (1 x 16gb) fury beast ddr5 rgb,Kingston,RAM_402825-ig800gg.jpg,https://ic.jimms.fi/product/2/4/402825-ig800gg.jpg,Ddr5,16gb (1 x 16gb),5600 mt/s,Cl36
34,https://www.jimms.fi/fi/Product/Show/183665/kth-pl426-16g/kingston-16gb-1-x-16gb-ddr4-2666mhz-ecc-cl19-1-20v,60.9,16gb (1 x 16gb),Kingston,RAM_395190-ig800gg.jpg,https://ic.jimms.fi/product/9/9/395190-ig800gg.jpg,Ddr4 sdram,16 gt,2666 mhz (pc4-21300),
35,https://www.jimms.fi/fi/Product/Show/188859/f5-5200j3636d32gx2-rs5w/g-skill-64gb-2-x-32gb-ripjaws-s5-ddr5-5200mhz-cl36-1-25v-valkoinen,244.9,64gb (2 x 32gb) ripjaws s5,G.Skill,RAM_422736-ig800gg.jpg,https://ic.jimms.fi/product/3/3/422736-ig800gg.jpg,Ddr5,64gb (2 x 32gb),5200 mt/s,36-36-36-83
36,https://www.jimms.fi/fi/Product/Show/173783/kf426c16bbk2-32/kingston-32gb-2-x-16gb-fury-beast-ddr4-2666mhz-cl16-1-20v-musta,93.9,32gb (2 x 16gb) fury beast,Kingston,RAM_343774-ig800gg.jpg,https://ic.jimms.fi/product/7/5/343774-ig800gg.jpg,Ddr4,32gb (2 x 16gb),2666mhz,Cl16 (16-18-18)
37,https://www.jimms.fi/fi/Product/Show/190898/kcp556us8k2-32/kingston-32gb-2-x-16gb-ddr5-5600mhz-cl46-1-10v,141.9,32gb (2 x 16gb) ddr5 5600mhz,Kingston,RAM_433564-ig800gg.jpg,https://ic.jimms.fi/product/6/5/433564-ig800gg.jpg,Ddr5 dimm 288 pin,32gb (2 x 16gb),5600 mt/s,Cl46
38,https://www.jimms.fi/fi/Product/Show/174746/f4-3600c14q-32gtzna/g-skill-32gb-4-x-8gb-trident-z-neo-ddr4-3600mhz-cl14-1-45v-musta-hopea,389.9,32gb (4 x 8gb) trident z neo,G.Skill,RAM_348183-ig800gg.jpg,https://ic.jimms.fi/product/8/6/348183-ig800gg.jpg,Ddr4,32gb (4 x 8gb),3600 mhz,14-14-14-34
39,https://www.jimms.fi/fi/Product/Show/176532/ct2k16g4dfd832a/crucial-32gb-2-x-16gb-ddr4-3200mhz-dual-ranked-cl22-1-20v-vihrea,170.9,32gb (2 x 16gb) ddr4 3200mhz,Crucial,RAM_357311-ig800gg.jpg,https://ic.jimms.fi/product/1/8/357311-ig800gg.jpg,Ddr4 udimm puskuroimaton,32gb (2 x 16gb),3200 mhz (pc4-25600),Cl22
40,https://www.jimms.fi/fi/Product/Show/188111/cmh64gx5m4b5600z36/corsair-64gb-4-x-16gb-vengeance-rgb-ddr5-5600mhz-cl36-1-25v-harmaa,281.9,64gb (4 x 16gb) vengeance rgb,Corsair,RAM_418893-ig800gg.jpg,https://ic.jimms.fi/product/9/6/418893-ig800gg.jpg,Ddr5,64gb (4 x 16gb),Ddr5-5600,36-36-36-76
41,https://www.jimms.fi/fi/Product/Show/188884/f5-5600j4040c16gx2-tz5k/g-skill-32gb-2-x-16gb-trident-z5-ddr5-5600mhz-cl40-1-20v-musta,145.9,32gb (2 x 16gb) trident z5,G.Skill,RAM_422788-ig800gg.jpg,https://ic.jimms.fi/product/8/1/422788-ig800gg.jpg,Ddr5,32gb (2 x 16gb),5600 mt/s,40-40-40-89
42,https://www.jimms.fi/fi/Product/Show/188970/kf560c40bba-32/kingston-32gb-1-x-32gb-fury-beast-ddr5-rgb-6000mhz-cl40-1-35v-musta,158.9,32gb (1 x 32gb) fury beast ddr5 rgb,Kingston,RAM_423237-ig800gg.jpg,https://ic.jimms.fi/product/3/2/423237-ig800gg.jpg,Ddr5,32gb (1 x 32gb),6000 mt/s,Cl40
43,https://www.jimms.fi/fi/Product/Show/195536/kf564c32rsak2-96/kingston-96gb-2-x-48gb-fury-renegade-rgb-ddr5-6400mhz-cl32-1-40v-musta-hopea,506.9,96gb (2 x 48gb) fury renegade rgb,Kingston,RAM_458676-ig800gg.jpg,https://ic.jimms.fi/product/7/3/458676-ig800gg.jpg,Ddr5,96gb (2 x 48gb),6400 mt/s,Cl32 (32-39-39)
44,https://www.jimms.fi/fi/Product/Show/195435/kf436c18bb2a-32/kingston-32gb-1-x-32gb-fury-beast-ddr4-rgb-3600mhz-cl18-1-35v-musta,131.9,32gb (1 x 32gb) fury beast ddr4 rgb,Kingston,RAM_458018-ig800gg.jpg,https://ic.jimms.fi/product/1/1/458018-ig800gg.jpg,Ddr4,32gb (1 x 32gb),3600 mt/s,Cl18 (18-22-22)
45,https://www.jimms.fi/fi/Product/Show/173937/kf453c20rbk2-16/kingston-16gb-2-x-8gb-fury-renegade-ddr4-5333mhz-cl20-1-60v-musta,244.9,16gb (2 x 8gb) fury renegade,Kingston,RAM_344207-ig800gg.jpg,https://ic.jimms.fi/product/0/2/344207-ig800gg.jpg,Ddr4,16gb (2 x 8gb),5333mhz,Cl20 (20-30-30)
46,https://www.jimms.fi/fi/Product/Show/177135/f5-5600u4040c16gx2-tz5rk/g-skill-32gb-2-x-16gb-trident-z5-rgb-ddr5-5600mhz-cl40-1-20v-musta,431.9,32gb (2 x 16gb) trident z5 rgb,G.Skill,RAM_360965-ig800gg.jpg,https://ic.jimms.fi/product/6/4/360965-ig800gg.jpg,Ddr5,32gb (2 x 16gb),5600mhz,40-40-40-76
47,https://www.jimms.fi/fi/Product/Show/181094/kvr48s40bs8k2-32/kingston-32gb-2-x-16gb-valueram-ddr5-4800mhz-so-dimm-cl40-1-10v,130.9,32gb (2 x 16gb) valueram,Kingston,RAM_380735-ig800gg.jpg,https://ic.jimms.fi/product/3/4/380735-ig800gg.jpg,Ddr5 sdram,32 gb (2 x 16gb),4800 mhz (pc5-38400),
48,https://www.jimms.fi/fi/Product/Show/173787/kf426c16bbk4-128/kingston-128gb-4-x-32gb-fury-beast-ddr4-2666mhz-cl16-1-20v-musta,329.9,128gb (4 x 32gb) fury beast,Kingston,RAM_343784-ig800gg.jpg,https://ic.jimms.fi/product/8/5/343784-ig800gg.jpg,Ddr4,128gb (4 x 32gb),2666mhz,Cl16 (16-18-18)
49,https://www.jimms.fi/fi/Product/Show/188958/kf552c36bbea-8/kingston-8gb-1-x-8gb-fury-beast-ddr5-rgb-5200mhz-cl36-1-25v-musta,52.9,8gb (1 x 8gb) fury beast ddr5 rgb,Kingston,RAM_423177-ig800gg.jpg,https://ic.jimms.fi/product/7/2/423177-ig800gg.jpg,Ddr5,8gb (1 x 8gb),5200 mt/s,Cl36
50,https://www.jimms.fi/fi/Product/Show/172512/f4-4400c17d-16gtrs/g-skill-16gb-2-x-8gb-trident-z-royal-ddr4-4400mhz-cl17-1-50v-hopea,196.9,16gb (2 x 8gb) trident z royal,G.Skill,RAM_337256-ig800gg.jpg,https://ic.jimms.fi/product/5/3/337256-ig800gg.jpg,Ddr4,16gb (2 x 8gb),4400 mhz,17-18-18-38
51,https://www.jimms.fi/fi/Product/Show/184850/kf552c36bbea-16/kingston-16gb-1-x-16gb-fury-beast-ddr5-rgb-5200mhz-cl40-1-25v-musta,79.9,16gb (1 x 16gb) fury beast ddr5 rgb,Kingston,RAM_402835-ig800gg.jpg,https://ic.jimms.fi/product/3/4/402835-ig800gg.jpg,Ddr5,16gb (1 x 16gb),5200 mt/s,Cl40
52,https://www.jimms.fi/fi/Product/Show/192221/kf556c40bbk4-64/kingston-64gb-4-x-16gb-fury-beast-ddr5-5600mhz-cl40-1-25v-musta,283.9,64gb (4 x 16gb) fury beast,Kingston,RAM_440472-ig800gg.jpg,https://ic.jimms.fi/product/7/7/440472-ig800gg.jpg,Ddr5,64gb (4 x 16gb),5600 mt/s,Cl40 (40-40-40)
53,https://www.jimms.fi/fi/Product/Show/173843/kf426c16bbak2-64/kingston-64gb-2-x-32gb-fury-beast-rgb-ddr4-2666mhz-cl16-1-20v-musta,178.9,64gb (2 x 32gb) fury beast rgb,Kingston,RAM_343948-ig800gg.jpg,https://ic.jimms.fi/product/4/1/343948-ig800gg.jpg,Ddr4,64gb (2 x 32gb),2666mhz,Cl16 (16-18-18)
54,https://www.jimms.fi/fi/Product/Show/191001/kf552c36bwe-16/kingston-16gb-1-x-16gb-fury-beast-white-ddr5-5200mhz-cl36-1-25v-valkoinen,72.9,16gb (1 x 16gb) fury beast white,Kingston,RAM_432772-ig800gg.jpg,https://ic.jimms.fi/product/7/7/432772-ig800gg.jpg,Ddr5,16gb (1 x 16gb),5200 mt/s,Cl36
55,https://www.jimms.fi/fi/Product/Show/127084/f4-3866c18d-16gtzr/g-skill-16gb-2-x-8gb-trident-z-rgb-ddr4-3866mhz-cl18-1-35v,169.9,16gb (2 x 8gb) trident z rgb,G.Skill,RAM_156372-ig800gg.jpg,https://ic.jimms.fi/product/7/7/156372-ig800gg.jpg,Ddr4,16gb (2 x 8gb),3866 mhz,18-19-19-39-2n
56,https://www.jimms.fi/fi/Product/Show/173837/kf426c16bb1ak2-32/kingston-32gb-2-x-16gb-fury-beast-rgb-ddr4-2666mhz-cl16-1-20v-musta,105.9,32gb (2 x 16gb) fury beast rgb,Kingston,RAM_343932-ig800gg.jpg,https://ic.jimms.fi/product/3/7/343932-ig800gg.jpg,Ddr4,32gb (2 x 16gb),2666mhz,Cl16 (16-18-18)
57,https://www.jimms.fi/fi/Product/Show/190922/kth-pn548t-32g/kingston-32gb-1-x-32gb-ddr5-4800mhz-so-dimm-ecc-cl40-1-10v-hp-compaq,139.9,32gb (1 x 32gb) ddr5 4800mhz,Kingston,RAM_433579-ig800gg.jpg,https://ic.jimms.fi/product/7/0/433579-ig800gg.jpg,Ddr5 sodimm 262 pin,32gb (1 x 32gb),4800 mt/s,Cl40
58,https://www.jimms.fi/fi/Product/Show/192473/kf564s38ib-16/kingston-16gb-1-x-16gb-fury-impact-ddr5-6400mhz-so-dimm-cl38-1-35v-musta,93.9,16gb (1 x 16gb) fury impact,Kingston,RAM_441846-ig800gg.jpg,https://ic.jimms.fi/product/4/3/441846-ig800gg.jpg,Sodimm ddr5,16gb (1 x 16gb),6400 mt/s,Cl38 (38-40-40)
59,https://www.jimms.fi/fi/Product/Show/173885/kf426c13rbk4-32/kingston-32gb-4-x-8gb-fury-renegade-ddr4-2666mhz-cl13-musta,110.9,32gb (4 x 8gb) fury renegade,Kingston,RAM_344059-ig800gg.jpg,https://ic.jimms.fi/product/5/0/344059-ig800gg.jpg,Ddr4,32gb (4 x 8gb),2666mhz,Cl13
60,https://www.jimms.fi/fi/Product/Show/192226/kf560c40bwk4-64/kingston-64gb-4-x-16gb-fury-beast-white-ddr5-6000mhz-cl40-1-35v-valkoinen,302.9,64gb (4 x 16gb) fury beast white,Kingston,RAM_440482-ig800gg.jpg,https://ic.jimms.fi/product/8/7/440482-ig800gg.jpg,Ddr5,64gb (4 x 16gb),6000 mt/s,Cl40 (40-40-40)
61,https://www.jimms.fi/fi/Product/Show/195412/kf436c17bb2ak2-16/kingston-16gb-2-x-8gb-fury-beast-ddr4-rgb-3600mhz-cl17-1-35v-musta,67.9,16gb (2 x 8gb) fury beast ddr4 rgb,Kingston,RAM_457926-ig800gg.jpg,https://ic.jimms.fi/product/2/3/457926-ig800gg.jpg,Ddr4,16gb (2 x 8gb),3600 mt/s,Cl17 (17-21-21)
62,https://www.jimms.fi/fi/Product/Show/196539/kf446c19rb2ak2-16/kingston-16gb-2-x-8gb-fury-renegade-ddr4-rgb-4600mhz-cl19-1-50v-musta-harmaa,127.9,16gb (2 x 8gb) fury renegade ddr4 rgb,Kingston,RAM_464353-ig800gg.jpg,https://ic.jimms.fi/product/5/6/464353-ig800gg.jpg,Ddr4,16gb (2 x 8gb),4600 mt/s,19-26-26
63,https://www.jimms.fi/fi/Product/Show/196483/kf432c16rb2k4-128/kingston-128gb-4-x-32gb-fury-renegade-ddr4-3200mhz-cl16-1-35v-musta-harmaa,356.9,128gb (4 x 32gb) fury renegade ddr4,Kingston,RAM_463928-ig800gg.jpg,https://ic.jimms.fi/product/2/1/463928-ig800gg.jpg,Ddr4,128gb (4 x 32gb),3200 mt/s,16-19-19
64,https://www.jimms.fi/fi/Product/Show/196534/kf436c18rb2a-32/kingston-32gb-1-x-32gb-fury-renegade-ddr4-rgb-3600mhz-cl18-1-35v-musta-harmaa,108.9,32gb (1 x 32gb) fury renegade ddr4 rgb,Kingston,RAM_464343-ig800gg.jpg,https://ic.jimms.fi/product/4/6/464343-ig800gg.jpg,Ddr4,32gb (1 x 32gb),3600 mt/s,18-22-22
65,https://www.jimms.fi/fi/Product/Show/177025/ct32g48c40u5/crucial-32gb-1-x-32gb-ddr5-4800mhz-cl40-1-10v-musta,126.9,32gb (1 x 32gb) ddr5 4800mhz,Crucial,RAM_360171-ig800gg.jpg,https://ic.jimms.fi/product/7/8/360171-ig800gg.jpg,Ddr5,32gb,Ddr5-4800 (pc5-38400),40 (40-39-39)
66,https://www.jimms.fi/fi/Product/Show/173047/f4-3200c16d-64gvk/g-skill-64gb-2-x-32gb-ripjaws-v-ddr4-3200mhz-cl16-1-35v-musta,184.9,64gb (2 x 32gb) ripjaws v,G.Skill,RAM_339685-ig800gg.jpg,https://ic.jimms.fi/product/8/4/339685-ig800gg.jpg,Ddr4,64gb (2 x 32gb),3200 mhz,16-18-18-38
67,https://www.jimms.fi/fi/Product/Show/118031/cmk128gx4m8a2666c16/corsair-128gb-8x16gb-vengeance-lpx-ddr4-2666mhz-cl16-1-2v,383.9,128gb (8x16gb) vengeance lpx,Corsair,RAM_133838-ig800gg.jpg,https://ic.jimms.fi/product/3/1/133838-ig800gg.jpg,Ddr4,128 - 256gb,2666mhz,16-18-18-35
68,https://www.jimms.fi/fi/Product/Show/181157/cmt32gx5m2x6000c36/corsair-32gb-2-x-16gb-dominator-platinum-rgb-ddr5-6000mhz-cl36-1-25v-musta,191.9,32gb (2 x 16gb) dominator platinum rgb,Corsair,RAM_381046-ig800gg.jpg,https://ic.jimms.fi/product/4/3/381046-ig800gg.jpg,Ddr5,32gb (2 x 16gb),Ddr5-6000,36-38-38-76
69,https://www.jimms.fi/fi/Product/Show/173958/kf436c16rbak2-16/kingston-16gb-2-x-8gb-fury-renegade-rgb-ddr4-3600mhz-cl16-musta,77.9,16gb (2 x 8gb) fury renegade rgb,Kingston,RAM_344263-ig800gg.jpg,https://ic.jimms.fi/product/6/6/344263-ig800gg.jpg,Ddr4,16gb (2 x 8gb),3600mhz,Cl16 (16-20-20)
70,https://www.jimms.fi/fi/Product/Show/142708/cmw16gx4m2c3000c15/corsair-16gb-2-x-8gb-vengeance-rgb-pro-ddr4-3000mhz-cl15-1-35v-musta,73.9,16gb (2 x 8gb) vengeance rgb pro,Corsair,RAM_207891-ig800gg.jpg,https://ic.jimms.fi/product/9/8/207891-ig800gg.jpg,Ddr4 dimm 288-pin,16gb,3000mhz (pc4-24000),Cl15 (15-17-17-35)
