ID,Url,Price,Name,Manufacturer,Image,Image_Url,Chassis_type,Dimensions,Color,Compatibility
1,https://www.jimms.fi/fi/Product/Show/179823/lc-ii-mesh-c-performance-black/lian-li-lancool-ii-mesh-c-performance-ikkunallinen-miditornikotelo-musta,129.9,Lancool ii mesh c performance,Lian Li,CHASSIS_374094-ig800gg.jpg,https://ic.jimms.fi/product/9/5/374094-ig800gg.jpg,Atx midi- ja mini-tornikotelot,478 x 229 x 494 mm,Musta,E-atx/atx (leveys: alle 280mm) / matx / itx
2,https://www.jimms.fi/fi/Product/Show/194028/observatory-hf-glass-white/kolink-observatory-hf-glass-argb-ikkunallinen-miditornikotelo-valkoinen,56.9,Observatory hf glass argb,Kolink,CHASSIS_456057-ig800gg.jpg,https://ic.jimms.fi/product/5/2/456057-ig800gg.jpg,Atx midi- ja mini-tornikotelot,390 x 200 x 449 mm,Musta,Mini-itx / micro-atx / atx
3,https://www.jimms.fi/fi/Product/Show/193387/lancool216x/lian-li-lancool-216-ikkunallinen-miditornikotelo-musta,99.9,Lancool 216,Lian Li,CHASSIS_445843-ig800gg.jpg,https://ic.jimms.fi/product/4/6/445843-ig800gg.jpg,Atx midi- ja mini-tornikotelot,"480,9 x 235 x 491,7 mm",Musta,E-atx (alle 280 mm) / atx / micro-atx / mini-itx
4,https://www.jimms.fi/fi/Product/Show/174511/fd-c-tor1a-05/fractal-design-torrent-black-solid-miditornikotelo-musta,234.9,Torrent - black solid,Fractal Design,CHASSIS_347089-ig800gg.jpg,https://ic.jimms.fi/product/8/0/347089-ig800gg.jpg,Atx midi- ja mini-tornikotelot,544 x 242 x 530 mm,,E-atx / atx / matx / itx / ssi-eeb / ssi-ceb
5,https://www.jimms.fi/fi/Product/Show/186566/cc-h51eb-01/nzxt-h5-elite-all-black-ikkunallinen-miditornikotelo-musta,154.9,H5 elite - all black,NZXT,CHASSIS_411050-ig800gg.jpg,https://ic.jimms.fi/product/5/9/411050-ig800gg.jpg,Atx midi- ja mini-tornikotelot,,,"Atx, micro-atx, mini-itx"
6,https://www.jimms.fi/fi/Product/Show/189102/cm-h91eb-01/nzxt-h9-elite-ikkunallinen-miditornikotelo-mattamusta,287,H9 elite,NZXT,CHASSIS_424270-ig800gg.jpg,https://ic.jimms.fi/product/7/9/424270-ig800gg.jpg,Miditorni,495 x 290 x 466 mm,,"Mini-itx, micro-atx, atx"
7,https://www.jimms.fi/fi/Product/Show/190754/cc-9011244-ww/corsair-2000d-airflow-mini-itx-kotelo-musta,129.9,2000d airflow,Corsair,CHASSIS_445787-ig800gg.jpg,https://ic.jimms.fi/product/8/2/445787-ig800gg.jpg,Mini-itx/mini-stx,271 x 200 x 458 mm,,Mini-itx
8,https://www.jimms.fi/fi/Product/Show/185898/lancool-205m-mesh-snow/lian-li-lancool-205m-mesh-snow-ikkunallinen-matx-kotelo-valkoinen,83.9,Lancool 205m mesh - snow,Lian Li,CHASSIS_409548-ig800gg.jpg,https://ic.jimms.fi/product/4/1/409548-ig800gg.jpg,Matx,,Valkoinen,Micro atx / mini-itx
9,https://www.jimms.fi/fi/Product/Show/161698/bgw38/be-quiet-pure-base-500dx-white-ikkunallinen-tornikotelo-valkoinen,129.9,Pure base 500dx - white,be quiet!,CHASSIS_281992-ig800gg.jpg,https://ic.jimms.fi/product/9/7/281992-ig800gg.jpg,Atx midi- ja mini-tornikotelot,Poislukien jalat: 450 x 232 x 443 mm,Valkoinen,Atx ps/2 (ei sisälly)
10,https://www.jimms.fi/fi/Product/Show/191343/d31-mesh-white/jonsbo-d31-mesh-white-ikkunallinen-matx-kotelo-valkoinen,64.9,D31 mesh white,Jonsbo,CHASSIS_434996-ig800gg.jpg,https://ic.jimms.fi/product/9/3/434996-ig800gg.jpg,Matx,205 x 363 x 452 mm,,Itx / dtx / m-atx
11,https://www.jimms.fi/fi/Product/Show/153290/nimbus-rgb/kolink-nimbus-rgb-valaistu-ikkunallinen-miditornikotelo-musta,54.9,Nimbus,Kolink,CHASSIS_250720-ig800gg.jpg,https://ic.jimms.fi/product/2/9/250720-ig800gg.jpg,Atx midi- ja mini-tornikotelot,,Musta,"Atx, micro-atx, mini-itx"
12,https://www.jimms.fi/fi/Product/Show/172893/accs-pv20013-11/aerocool-bolt-mini-tempered-glass-ikkunallinen-minitornikotelo-musta,48.9,Bolt mini tempered glass,Aerocool,CHASSIS_338982-ig800gg.jpg,https://ic.jimms.fi/product/8/7/338982-ig800gg.jpg,Minitorni,"200,7 x 369,5 x 381,05 mm",Musta,Micro atx / mini-itx
13,https://www.jimms.fi/fi/Product/Show/181386/r-ck560-bkaae4-g-1/deepcool-ck560-ikkunallinen-miditornikotelo-musta,106.9,Ck560,DeepCool,CHASSIS_383103-ig800gg.jpg,https://ic.jimms.fi/product/0/6/383103-ig800gg.jpg,Atx midi- ja mini-tornikotelot,456 x 230 x 471 mm,,Mini-itx / micro-atx / atx / e-atx
14,https://www.jimms.fi/fi/Product/Show/183363/fd-c-por1a-01/fractal-design-pop-air-rgb-white-tg-clear-tint-ikkunallinen-tornikotelo-valkoinen,108.9,Pop air rgb white - tg clear tint,Fractal Design,CHASSIS_437415-ig800gg.jpg,https://ic.jimms.fi/product/1/4/437415-ig800gg.jpg,Atx midi- ja mini-tornikotelot,"473,5 x 215 x 454 mm",,Atx / matx / mini itx
15,https://www.jimms.fi/fi/Product/Show/150438/sst-rm400/silverstone-rm400-serverikotelo-4u-musta-harmaa,239.9,Rm400 -serverikotelo,SilverStone,CHASSIS_238370-ig800gg.jpg,https://ic.jimms.fi/product/7/9/238370-ig800gg.jpg,4u,430 x 176 x 446 mm,,"Ceb, atx, micro atx, mini-itx"
16,https://www.jimms.fi/fi/Product/Show/194597/r-ch560-whape4d-g-1/deepcool-ch560-digital-wh-ikkunallinen-miditornikotelo-valkoinen,134.9,Ch560 digital wh,DeepCool,CHASSIS_453428-ig800gg.jpg,https://ic.jimms.fi/product/2/1/453428-ig800gg.jpg,Atx midi- ja mini-tornikotelot,458 x 230 x 471 mm,,Mini-itx / micro-atx / atx / e-atx
17,https://www.jimms.fi/fi/Product/Show/166108/accs-pb18043-21/aerocool-aero-one-mini-frost-white-edition-ikkunallinen-minitornikotelo-valkoinen-musta,59.9,Aero one mini frost - white edition,Aerocool,CHASSIS_304242-ig800gg.jpg,https://ic.jimms.fi/product/4/7/304242-ig800gg.jpg,Matx,210 x 459 x 403 mm,Valkoinen/musta,Micro atx / mini-itx
18,https://www.jimms.fi/fi/Product/Show/196153/q500-kgnn-s00/cooler-master-qube-500-flatpack-ikkunallinen-miditornikotelo-musta,114.9,Qube 500 flatpack,Cooler Master,CHASSIS_461799-ig800gg.jpg,https://ic.jimms.fi/product/9/0/461799-ig800gg.jpg,Atx midi- ja mini-tornikotelot,406 x 231 x 415 mm (sis. ulokkeet) / 380 x 231 x 381 mm (pl. ulokkeet),Musta,"Itx, micro atx, atx, e-atx (leveys enintään 296 mm sfx-virtalähteen kanssa, enintään 273 mm atx-virtalähteen kanssa)"
19,https://www.jimms.fi/fi/Product/Show/148387/ph-ec600pstg-ag01/phanteks-eclipse-p600s-tempered-glass-edition-ikkunallinen-miditornikotelo-antrasiitti,199.9,Eclipse p600s - tempered glass edition,Phanteks,CHASSIS_230075-ig800gg.jpg,https://ic.jimms.fi/product/7/4/230075-ig800gg.jpg,Miditorni,240 x 520 x 510 mm,Anthracite grey,"Atx, matx, mitx (e-atx - maks. 280mm leveä)"
20,https://www.jimms.fi/fi/Product/Show/167083/ph-es217a_ag02/phanteks-enthoo-evolv-shift-air-2-mini-itx-kotelo-antrasiitti,139.9,Enthoo evolv shift air 2,Phanteks,CHASSIS_314457-ig800gg.jpg,https://ic.jimms.fi/product/5/2/314457-ig800gg.jpg,Vertical small form factor,186 x 490 x 274 mm,,Mini-itx
21,https://www.jimms.fi/fi/Product/Show/166012/fd-c-def7c-04/fractal-design-define-7-compact-white-tg-light-ikkunallinen-miditornikotelo-valkoinen,158.9,Define 7 compact - white tg light,Fractal Design,CHASSIS_303702-ig800gg.jpg,https://ic.jimms.fi/product/0/7/303702-ig800gg.jpg,Atx midi- ja mini-tornikotelot,427 x 210 x 474 mm,,Atx / matx / mitx
22,https://www.jimms.fi/fi/Product/Show/183356/fd-c-pos1a-02/fractal-design-pop-silent-black-tg-clear-tint-ikkunallinen-tornikotelo-musta,102.9,Pop silent black - tg clear tint,Fractal Design,CHASSIS_437390-ig800gg.jpg,https://ic.jimms.fi/product/9/9/437390-ig800gg.jpg,Atx midi- ja mini-tornikotelot,"473,5 x 215 x 454 mm",,Atx / matx / mini itx
23,https://www.jimms.fi/fi/Product/Show/155053/accm-pb13033-11/aerocool-klaw-ikkunallinen-atx-miditornikotelo-musta,84.9,Klaw,Aerocool,CHASSIS_257519-ig800gg.jpg,https://ic.jimms.fi/product/1/0/257519-ig800gg.jpg,Miditorni,"228 x 445,5 x 461 mm",Musta,Atx / micro-atx / mini-itx
24,https://www.jimms.fi/fi/Product/Show/169142/citadel-glass-se/kolink-citadel-glass-se-ikkunallinen-matx-kotelo-musta,84.9,Citadel glass se,Kolink,CHASSIS_319684-ig800gg.jpg,https://ic.jimms.fi/product/8/5/319684-ig800gg.jpg,"Micro-atx, mini-itx",230 x 395 x 403 mm,Musta,1 x standardi atx (ei sisälly)
25,https://www.jimms.fi/fi/Product/Show/170908/mcf-mf700-kgnn-s00/cooler-master-masterframe-700-kotelo-musta,216,Masterframe 700 -kotelo,Cooler Master,CHASSIS_329264-ig800gg.jpg,https://ic.jimms.fi/product/6/5/329264-ig800gg.jpg,Atx htpc- ja pöytäkotelot,702 x 306 x 410 mm,,"Kaikki, maks. ssi-eeb"
26,https://www.jimms.fi/fi/Product/Show/112368/fd-ca-core-500-bk/fractal-design-core-500-mini-itx-kotelo-musta,107.9,Core 500 mini-itx -kotelo,Fractal Design,CHASSIS_122866-ig800gg.jpg,https://ic.jimms.fi/product/6/3/122866-ig800gg.jpg,Mini-itx/mini-stx,,,
27,https://www.jimms.fi/fi/Product/Show/136369/bgw23/be-quiet-dark-base-700-ikkunallinen-miditornikotelo-musta,239,Dark base 700,be quiet!,CHASSIS_183519-ig800gg.jpg,https://ic.jimms.fi/product/1/0/183519-ig800gg.jpg,Atx midi- ja mini-tornikotelot,544 x 241 x 519 mm (sisältää jalat),,"E-atx (30,5 x 27,5 cm), atx, m-atx, mini-itx"
28,https://www.jimms.fi/fi/Product/Show/179646/fd-c-tor1n-01/fractal-design-torrent-nano-black-tg-dark-tint-ikkunallinen-mini-itx-kotelo-musta,153.9,Torrent nano - black tg dark tint,Fractal Design,CHASSIS_373212-ig800gg.jpg,https://ic.jimms.fi/product/1/7/373212-ig800gg.jpg,Mini-itx/mini-stx,417 x 222 x 374 mm,,Mitx / mdtx
29,https://www.jimms.fi/fi/Product/Show/178048/h500-kgnn-s00/cooler-master-haf-500-ikkunallinen-tornikotelo-musta,159.9,Haf 500,Cooler Master,CHASSIS_365708-ig800gg.jpg,https://ic.jimms.fi/product/0/1/365708-ig800gg.jpg,Atx full-tornikotelot,516 x 224 x 510 mm (sis. ulokkeet),Musta,"Itx, m-atx, atx, ssiceb, e-atx* (*enintään 12"" x 14,1"", voi vaikuttaa kaapelinhallintaan ja kotelon ominaisuuksiin)"
30,https://www.jimms.fi/fi/Product/Show/153745/a1-plus-black/inwin-a1-plus-ikkunallinen-mini-itx-kotelo-musta,249,A1 plus,InWin,CHASSIS_252139-ig800gg.jpg,https://ic.jimms.fi/product/3/0/252139-ig800gg.jpg,Mini itx tower,273 x 224 x 357 mm,Musta,Mini-itx
31,https://www.jimms.fi/fi/Product/Show/175865/accm-pv36013-11/aerocool-scape-g-bk-v1-ikkunallinen-miditornikotelo-musta,64.9,Scape-g-bk-v1,Aerocool,CHASSIS_353540-ig800gg.jpg,https://ic.jimms.fi/product/4/9/353540-ig800gg.jpg,Miditorni,206 x 457 x 413 mm,Musta,Atx / micro atx / mini-itx
32,https://www.jimms.fi/fi/Product/Show/115276/sst-ml08b-h/silverstone-sst-ml08b-h-milo-mini-itx-kotelo-kantokahvalla-musta,128,Sst-ml08b-h milo,SilverStone,CHASSIS_128124-ig800gg.jpg,https://ic.jimms.fi/product/2/5/128124-ig800gg.jpg,Mini-itx/mini-stx,,Musta,Mini-itx
33,https://www.jimms.fi/fi/Product/Show/143903/bgw14/be-quiet-dark-base-pro-900-rev-2-ikkunallinen-e-atx-kotelo-musta-oranssi,328,Dark base pro 900 rev. 2,be quiet!,CHASSIS_212373-ig800gg.jpg,https://ic.jimms.fi/product/7/6/212373-ig800gg.jpg,Atx full-tornikotelot,577 x 243 x 586 mm,Musta/oranssi,Atx ps/2 (ei sisälly)
34,https://www.jimms.fi/fi/Product/Show/163432/a4-grey/jonsbo-a4-gray-ikkunallinen-mini-itx-kotelo-harmaa,125.9,A4 gray,Jonsbo,CHASSIS_291546-ig800gg.jpg,https://ic.jimms.fi/product/4/3/291546-ig800gg.jpg,Mini-itx/mini-stx,169 x 273 x 340 mm,Harmaa,Itx
35,https://www.jimms.fi/fi/Product/Show/175852/sst-fah1mb-g/silverstone-fara-h1m-ikkunallinen-matx-kotelo-musta,69.9,Fara h1m,SilverStone,CHASSIS_353446-ig800gg.jpg,https://ic.jimms.fi/product/4/3/353446-ig800gg.jpg,Matx,,,"Micro-atx, mini-dtx, mini-itx"
36,https://www.jimms.fi/fi/Product/Show/67279/sst-ps07b/silverstone-ps07b-micro-atx-kotelo-musta,114.9,Ps07b micro-atx -kotelo,SilverStone,CHASSIS_57156-ig800gg.jpg,https://ic.jimms.fi/product/5/3/57156-ig800gg.jpg,Matx,,,"Micro atx, mini-dtx, mini-itx"
37,https://www.jimms.fi/fi/Product/Show/184839/fd-c-mes2m-02/fractal-design-meshify-2-mini-white-tg-ikkunallinen-matx-kotelo-valkoinen-musta,170.9,Meshify 2 mini - white tg,Fractal Design,CHASSIS_401156-ig800gg.jpg,https://ic.jimms.fi/product/5/3/401156-ig800gg.jpg,Matx,396 x 205 x 406 mm,,Matx / dtx / mini itx / mini-dtx
38,https://www.jimms.fi/fi/Product/Show/124714/st-fc8s-alpha/streacom-fc8-alpha-tuulettimeton-mini-itx-kotelo-ei-optista-aukkoa-hopea,156.9,Fc8 alpha,Streacom,CHASSIS_149705-ig800gg.jpg,https://ic.jimms.fi/product/0/4/149705-ig800gg.jpg,Mini-itx/mini-stx,,,Mini-itx
39,https://www.jimms.fi/fi/Product/Show/195489/a-nuc65-m1b/akasa-plato-tn-slim-fanless-case-for-intel-nuc-11-12-pro-tiger-canyon-wall-street-canyon,199.9,Plato tn - slim fanless case for intel nuc 11/12 pro (tiger canyon/ wall street canyon),Akasa,CHASSIS_458354-ig800gg.jpg,https://ic.jimms.fi/product/5/5/458354-ig800gg.jpg,Nuc,247 x 240 x 39mm (w x d x h),,"Ucff 4"" x 4"""
40,https://www.jimms.fi/fi/Product/Show/187381/a-nuc87-m1b/akasa-turing-ws-fanless-case-for-intelr-12th-generation-nuc-wall-street-canyon,167.9,Turing ws,Akasa,CHASSIS_414956-ig800gg.jpg,https://ic.jimms.fi/product/5/3/414956-ig800gg.jpg,Nuc,95 x 113.5 x 247.9 mm (w x d x h),,"Ucff 4"" x 4"""
41,https://www.jimms.fi/fi/Product/Show/140012/fd-ca-mesh-c-bko-tg-bst2/fractal-design-b-stock-meshify-c-dark-tg-ikkunallinen-atx-miditornikotelo-musta,99.9,(b-stock) meshify c - dark tg,Fractal Design,CHASSIS_196349-ig800gg.jpg,https://ic.jimms.fi/product/4/0/196349-ig800gg.jpg,Atx midi- ja mini-tornikotelot,395 x 212 x 440 mm,Musta,Atx
42,https://www.jimms.fi/fi/Product/Show/191346/d31-mesh-black-sc/jonsbo-d31-mesh-screen-black-ikkunallinen-matx-kotelo-musta,119.9,D31 mesh screen black,Jonsbo,CHASSIS_435127-ig800gg.jpg,https://ic.jimms.fi/product/2/2/435127-ig800gg.jpg,Matx,205 x 363 x 452 mm,"8"" color tft-lcd",Itx / dtx / m-atx
43,https://www.jimms.fi/fi/Product/Show/167305/fd-c-mes2a-02/fractal-design-meshify-2-black-tg-dark-tint-ikkunallinen-miditornikotelo-musta,194.9,Meshify 2 black - tg dark tint,Fractal Design,CHASSIS_310549-ig800gg.jpg,https://ic.jimms.fi/product/4/0/310549-ig800gg.jpg,Atx midi- ja mini-tornikotelot,542 x 240 x 474 mm | 541 x 240 x 454 mm (ilman ulokkeita),,E-atx (maks. 285mm) / atx / matx / mini-itx
44,https://www.jimms.fi/fi/Product/Show/181389/r-cc560-whgaa4-g-1/deepcool-cc560-wh-ikkunallinen-miditornikotelo-valkoinen-musta,59.9,Cc560 wh,DeepCool,CHASSIS_383119-ig800gg.jpg,https://ic.jimms.fi/product/1/0/383119-ig800gg.jpg,Atx midi- ja mini-tornikotelot,416 x 210 x 477 mm,,Mini-itx / micro-atx / atx
45,https://www.jimms.fi/fi/Product/Show/170420/fd-c-mes2c-03/fractal-design-meshify-2-compact-black-tg-light-tint-ikkunallinen-miditornikotelo-musta,153.9,Meshify 2 compact - black tg light tint,Fractal Design,CHASSIS_326210-ig800gg.jpg,https://ic.jimms.fi/product/1/9/326210-ig800gg.jpg,Atx midi- ja mini-tornikotelot,424 x 210 x 475 mm | 412 x 210 x 455 mm (ilman ulokkeita),,Atx / matx / mini-itx
46,https://www.jimms.fi/fi/Product/Show/165580/o11d-mini-x/lian-li-o11-dynamic-mini-ikkunallinen-mini-itx-atx-kotelo-musta,109.9,O11 dynamic mini,Lian Li,CHASSIS_311366-ig800gg.jpg,https://ic.jimms.fi/product/6/3/311366-ig800gg.jpg,Mini-itx/mini-stx,"420 x 269,5 x 380 mm",Musta,Atx / micro-atx / mini-itx
47,https://www.jimms.fi/fi/Product/Show/160498/castle-oem/kolink-castle-ikkunallinen-miditornikotelo-musta-jimm-s-logo,55.9,Castle,Kolink,CHASSIS_336964-ig800gg.jpg,https://ic.jimms.fi/product/6/5/336964-ig800gg.jpg,Atx midi- ja mini-tornikotelot,201 x 405 x 435 mm,Musta,"Atx, micro-atx, mini-itx"
48,https://www.jimms.fi/fi/Product/Show/171566/accs-pc13014-11/aerocool-cs-106-minitornikotelo-musta,31.9,Cs-106 -minitornikotelo,Aerocool,CHASSIS_331634-ig800gg.jpg,https://ic.jimms.fi/product/3/5/331634-ig800gg.jpg,"Micro-atx, mini-itx","199 x 340,6 x 353 mm",Musta,1 x standardi atx (ei sisälly)
49,https://www.jimms.fi/fi/Product/Show/180621/st-bc1b-mini-v2/streacom-bc1-mini-v2-itx-open-benchtable-avoin-testipenkki-musta,114.9,Bc1 mini v2 itx open benchtable,Streacom,CHASSIS_378313-ig800gg.jpg,https://ic.jimms.fi/product/1/6/378313-ig800gg.jpg,"Small form factor (sff), mini-itx & mini-dtx -tuki",,Hiekkapuhallus ja eloksoitu pintakäsittely,
50,https://www.jimms.fi/fi/Product/Show/162168/01-umx3sr-01/jonsbo-umx3-silver-matx-kotelo-hopea,109.9,Umx3 silver,Jonsbo,CHASSIS_353418-ig800gg.jpg,https://ic.jimms.fi/product/1/1/353418-ig800gg.jpg,Matx,188 x 358 x 365 mm,Hopea,"Matx, itx"
51,https://www.jimms.fi/fi/Product/Show/174890/q58w3/lian-li-q58w3-pcie-3-0-edition-mini-itx-kotelo-valkoinen,135.9,Q58w3 - pcie 3.0 edition,Lian Li,CHASSIS_350029-ig800gg.jpg,https://ic.jimms.fi/product/2/0/350029-ig800gg.jpg,Mini-itx/mini-stx,342 x 170 x 250 mm,Valkoinen,Mini-itx
52,https://www.jimms.fi/fi/Product/Show/181804/cc-9011233-ww/corsair-icue-5000x-rgb-ql-edition-ikkunallinen-miditornikotelo-true-white,349,Icue 5000x rgb ql edition,Corsair,CHASSIS_385254-ig800gg.jpg,https://ic.jimms.fi/product/5/5/385254-ig800gg.jpg,Atx midi- ja mini-tornikotelot,520 x 245 x 521 mm,,"Mini-itx, micro-atx, atx, e-atx (305mm x 277mm)"
53,https://www.jimms.fi/fi/Product/Show/167245/accm-pb22023-11/aerocool-visor-ikkunallinen-miditornikotelo-musta,89.9,Visor,Aerocool,CHASSIS_310274-ig800gg.jpg,https://ic.jimms.fi/product/7/5/310274-ig800gg.jpg,Miditorni,230 x 502 x 491,Musta,E-atx / atx / micro-atx / mini-itx
54,https://www.jimms.fi/fi/Product/Show/173533/tr-01x/lian-li-odyssey-x-big-tower-kotelo-musta,369.9,Odyssey x big tower -kotelo,Lian Li,CHASSIS_342349-ig800gg.jpg,https://ic.jimms.fi/product/4/0/342349-ig800gg.jpg,Atx full-tornikotelot,Dynamic mode: 234 x 588 x 575 mm / dynamic-r: 368 x 596 x 537 mm,Musta,"Eeb, e-atx, atx, micro-atx, mini-itx"
55,https://www.jimms.fi/fi/Product/Show/150467/mcb-q500l-kann-s00/cooler-master-masterbox-q500l-ikkunallinen-atx-miditornikotelo-musta,79.9,Masterbox q500l,Cooler Master,CHASSIS_238517-ig800gg.jpg,https://ic.jimms.fi/product/1/2/238517-ig800gg.jpg,Atx midi- ja mini-tornikotelot,386 x 230 x 381 mm,Musta,"Mini-itx, micro-atx, atx"
56,https://www.jimms.fi/fi/Product/Show/176412/r-cg560-bkaae4-g-1/deepcool-cg560-ikkunallinen-miditornikotelo-musta,87.8,Cg560,DeepCool,CHASSIS_356618-ig800gg.jpg,https://ic.jimms.fi/product/1/1/356618-ig800gg.jpg,Atx midi- ja mini-tornikotelot,452 x 230 x 470 mm,,Mini-itx / micro-atx / atx / e-atx
57,https://www.jimms.fi/fi/Product/Show/166154/accm-pv10012-21/aerocool-cylon-ikkunallinen-miditornikotelo-valkoinen-musta,48.9,Cylon,Aerocool,CHASSIS_304514-ig800gg.jpg,https://ic.jimms.fi/product/1/5/304514-ig800gg.jpg,Miditorni,198 x 459 x 413 mm,Valkoinen/musta,Atx / micro atx / mini-itx
58,https://www.jimms.fi/fi/Product/Show/179264/ph-ec600pstg_dmw01/phanteks-eclipse-p600s-ikkunallinen-miditornikotelo-mattavalkoinen,209.9,Eclipse p600s,Phanteks,CHASSIS_371311-ig800gg.jpg,https://ic.jimms.fi/product/1/8/371311-ig800gg.jpg,Miditorni,240 x 520 x 510 mm,,"E-atx (maks. 280mm leveä), atx, micro-atx, mini itx"
59,https://www.jimms.fi/fi/Product/Show/179824/a4-h2o-a3/lian-li-dan-cases-a4-h2o-a3-mini-itx-kotelo-pcie-3-0-hopea-musta-poistotuote,94.9,Dan cases a4-h2o a3,Lian Li,CHASSIS_373897-ig800gg.jpg,https://ic.jimms.fi/product/9/2/373897-ig800gg.jpg,Mini-itx/mini-stx,326 x 140 x 244 mm,Hopea ulkokuori; mattamusta sisusta,Mini-itx
60,https://www.jimms.fi/fi/Product/Show/148388/ph-ec600pstg-bk01/phanteks-eclipse-p600s-tempered-glass-edition-ikkunallinen-miditornikotelo-satiinin-musta,199.9,Eclipse p600s - tempered glass edition,Phanteks,CHASSIS_230065-ig800gg.jpg,https://ic.jimms.fi/product/6/4/230065-ig800gg.jpg,Miditorni,240 x 520 x 510 mm,Satin black,"Atx, matx, mitx (e-atx - maks. 280mm leveä)"
61,https://www.jimms.fi/fi/Product/Show/148390/ph-ec600psc-bk01/phanteks-eclipse-p600s-miditornikotelo-satiinin-musta,189.9,Eclipse p600s,Phanteks,CHASSIS_230095-ig800gg.jpg,https://ic.jimms.fi/product/9/4/230095-ig800gg.jpg,Miditorni,240 x 520 x 510 mm,Satin black,"Atx, matx, mitx (e-atx - maks. 280mm leveä)"
62,https://www.jimms.fi/fi/Product/Show/196918/cs-hyte-y70-b-l/hyte-y70-touch-black-ikkunallinen-miditornikotelo-musta,419.9,Y70 touch black,Hyte,CHASSIS_466535-ig800gg.jpg,https://ic.jimms.fi/product/3/4/466535-ig800gg.jpg,Atx midi- ja mini-tornikotelot,470 x 320 x 470 mm,Musta,"E-atx, atx, matx, itx"
63,https://www.jimms.fi/fi/Product/Show/171565/accs-pc12014-11/aerocool-cs-104-minitornikotelo-musta,29.9,Cs-104 -minitornikotelo,Aerocool,CHASSIS_331625-ig800gg.jpg,https://ic.jimms.fi/product/2/4/331625-ig800gg.jpg,Minitorni,"199 x 353 x 340,6 mm",Musta,Micro atx / mini-itx
64,https://www.jimms.fi/fi/Product/Show/195638/air-903-max-w/montech-air-903-max-ikkunallinen-miditornikotelo-valkoinen,94.9,Air 903 max,Montech,CHASSIS_459067-ig800gg.jpg,https://ic.jimms.fi/product/6/2/459067-ig800gg.jpg,Atx midi- ja mini-tornikotelot,478 x 230 x 493 mm,Valkoinen,"E-atx, atx, micro-atx, mini-itx"
65,https://www.jimms.fi/fi/Product/Show/191350/d41-mesh-black/jonsbo-d41-mesh-black-ikkunallinen-miditornikotelo-musta,69.9,D41 mesh black,Jonsbo,CHASSIS_435312-ig800gg.jpg,https://ic.jimms.fi/product/1/7/435312-ig800gg.jpg,Atx midi- ja mini-tornikotelot,205 x 407 x 452 mm,,Atx / m-atx
66,https://www.jimms.fi/fi/Product/Show/192754/fd-c-ter1n-02/fractal-design-terra-silver-mini-itx-kotelo,213.9,Terra silver,Fractal Design,CHASSIS_446343-ig800gg.jpg,https://ic.jimms.fi/product/4/6/446343-ig800gg.jpg,Mini-itx/mini-stx,343 x 153 x 218 mm,,Mitx
67,https://www.jimms.fi/fi/Product/Show/183504/lancool-iii-white/lian-li-lancool-iii-ikkunallinen-miditornikotelo-valkoinen,179.9,Lancool iii,Lian Li,CHASSIS_395331-ig800gg.jpg,https://ic.jimms.fi/product/3/8/395331-ig800gg.jpg,Atx full-tornikotelot,526 x 238 x 523 mm,Valkoinen,E-atx (leveys: alle 280mm) / atx / matx / itx
68,https://www.jimms.fi/fi/Product/Show/183282/accm-pv40112-11/aerocool-genesis-argb-v2-ikkunallinen-miditornikotelo-musta,64.9,Genesis argb v2,Aerocool,CHASSIS_393386-ig800gg.jpg,https://ic.jimms.fi/product/8/3/393386-ig800gg.jpg,Miditorni,196 x 464 x 441 mm (kokonaismitat),Musta,Atx / micro atx / mini-itx
69,https://www.jimms.fi/fi/Product/Show/166067/accm-pb20033-11/aerocool-nighthawk-duo-ikkunallinen-miditornikotelo-musta,89.9,Nighthawk duo,Aerocool,CHASSIS_304012-ig800gg.jpg,https://ic.jimms.fi/product/1/7/304012-ig800gg.jpg,Miditorni,219 x 480 x 485 mm,Musta,Eatx / atx / micro atx / mini-itx
70,https://www.jimms.fi/fi/Product/Show/156209/0r20b00172/raijintek-eris-evo-ikkunallinen-taystornikotelo-musta,399,Eris evo,Raijintek,CHASSIS_261538-ig800gg.jpg,https://ic.jimms.fi/product/3/1/261538-ig800gg.jpg,Atx full-tornikotelot,"269 x 722,4 x 708 mm",Musta,Eeb / e-atx / atx / micro-atx / dual mini-itx
71,https://www.jimms.fi/fi/Product/Show/140459/0r200072/raijintek-zofos-evo-silent-ee-atx-taystornikotelo-musta,219,Zofos evo silent,Raijintek,CHASSIS_198456-ig800gg.jpg,https://ic.jimms.fi/product/5/3/198456-ig800gg.jpg,Atx full-tornikotelot,224 x 617 x 598 mm,Musta,"Ee-atx, e-atx, atx, micro-atx, mini-itx"
72,https://www.jimms.fi/fi/Product/Show/197187/88887385/inter-tech-3u-30765-rakkiasennettava-serverikotelo-musta-harmaa,179.9,3u-30765,Inter-Tech,CHASSIS_468387-ig800gg.jpg,https://ic.jimms.fi/product/8/2/468387-ig800gg.jpg,Server,,,"Mini-itx, micro-atx, atx, e-atx, ssi seb, ssi eeb, maks. 330 x 305 mm"
